# k[h/Mpc]   Q1   Q2    Q3    Q5    Q8     Qs2    
# 
8.8099e-03 9.8953e+00 -2.3611e-01 6.2086e+00 4.8296e+00 6.6829e+01 1.0397e+02
8.8915e-03 1.0181e+01 -2.2522e-01 6.4179e+00 4.9781e+00 6.7978e+01 1.0541e+02
8.9738e-03 1.0475e+01 -2.1337e-01 6.6335e+00 5.1308e+00 6.9146e+01 1.0687e+02
9.0569e-03 1.0776e+01 -2.0048e-01 6.8563e+00 5.2879e+00 7.0332e+01 1.0833e+02
9.1407e-03 1.1086e+01 -1.8655e-01 7.0865e+00 5.4495e+00 7.1537e+01 1.0982e+02
9.2253e-03 1.1403e+01 -1.7146e-01 7.3237e+00 5.6158e+00 7.2761e+01 1.1131e+02
9.3107e-03 1.1729e+01 -1.5522e-01 7.5696e+00 5.7868e+00 7.4004e+01 1.1282e+02
9.3969e-03 1.2063e+01 -1.3774e-01 7.8222e+00 5.9626e+00 7.5267e+01 1.1435e+02
9.4839e-03 1.2406e+01 -1.1897e-01 8.0844e+00 6.1435e+00 7.6550e+01 1.1588e+02
9.5717e-03 1.2758e+01 -9.8848e-02 8.3537e+00 6.3295e+00 7.7853e+01 1.1743e+02
9.6603e-03 1.3119e+01 -7.7297e-02 8.6330e+00 6.5207e+00 7.9176e+01 1.1900e+02
9.7498e-03 1.3489e+01 -5.4294e-02 8.9204e+00 6.7173e+00 8.0520e+01 1.2057e+02
9.8400e-03 1.3869e+01 -2.9711e-02 9.2174e+00 6.9194e+00 8.1885e+01 1.2216e+02
9.9311e-03 1.4258e+01 -3.5469e-03 9.5243e+00 7.1272e+00 8.3271e+01 1.2377e+02
1.0023e-02 1.4657e+01 2.4339e-02 9.8402e+00 7.3408e+00 8.4679e+01 1.2539e+02
1.0116e-02 1.5067e+01 5.3961e-02 1.0168e+01 7.5603e+00 8.6108e+01 1.2702e+02
1.0210e-02 1.5486e+01 8.5438e-02 1.0504e+01 7.7859e+00 8.7559e+01 1.2866e+02
1.0304e-02 1.5917e+01 1.1883e-01 1.0853e+01 8.0177e+00 8.9033e+01 1.3032e+02
1.0399e-02 1.6358e+01 1.5422e-01 1.1211e+01 8.2559e+00 9.0529e+01 1.3198e+02
1.0496e-02 1.6810e+01 1.9172e-01 1.1582e+01 8.5007e+00 9.2048e+01 1.3367e+02
1.0593e-02 1.7273e+01 2.3135e-01 1.1964e+01 8.7522e+00 9.3589e+01 1.3536e+02
1.0691e-02 1.7748e+01 2.7330e-01 1.2359e+01 9.0105e+00 9.5155e+01 1.3707e+02
1.0790e-02 1.8234e+01 3.1756e-01 1.2766e+01 9.2759e+00 9.6744e+01 1.3878e+02
1.0890e-02 1.8733e+01 3.6433e-01 1.3185e+01 9.5484e+00 9.8356e+01 1.4052e+02
1.0991e-02 1.9243e+01 4.1361e-01 1.3620e+01 9.8284e+00 9.9993e+01 1.4226e+02
1.1092e-02 1.9766e+01 4.6558e-01 1.4065e+01 1.0116e+01 1.0165e+02 1.4401e+02
1.1195e-02 2.0302e+01 5.2032e-01 1.4528e+01 1.0411e+01 1.0334e+02 1.4578e+02
1.1299e-02 2.0850e+01 5.7791e-01 1.5002e+01 1.0714e+01 1.0505e+02 1.4755e+02
1.1403e-02 2.1412e+01 6.3853e-01 1.5494e+01 1.1025e+01 1.0679e+02 1.4934e+02
1.1509e-02 2.1987e+01 7.0221e-01 1.5999e+01 1.1345e+01 1.0855e+02 1.5114e+02
1.1615e-02 2.2576e+01 7.6918e-01 1.6521e+01 1.1673e+01 1.1034e+02 1.5295e+02
1.1723e-02 2.3179e+01 8.3944e-01 1.7060e+01 1.2009e+01 1.1215e+02 1.5477e+02
1.1831e-02 2.3796e+01 9.1324e-01 1.7614e+01 1.2354e+01 1.1399e+02 1.5660e+02
1.1941e-02 2.4427e+01 9.9060e-01 1.8188e+01 1.2709e+01 1.1586e+02 1.5844e+02
1.2051e-02 2.5073e+01 1.0717e+00 1.8776e+01 1.3073e+01 1.1776e+02 1.6029e+02
1.2163e-02 2.5735e+01 1.1568e+00 1.9386e+01 1.3446e+01 1.1968e+02 1.6215e+02
1.2276e-02 2.6411e+01 1.2458e+00 2.0011e+01 1.3828e+01 1.2163e+02 1.6402e+02
1.2389e-02 2.7103e+01 1.3391e+00 2.0660e+01 1.4221e+01 1.2361e+02 1.6590e+02
1.2504e-02 2.7811e+01 1.4366e+00 2.1325e+01 1.4624e+01 1.2561e+02 1.6779e+02
1.2620e-02 2.8535e+01 1.5387e+00 2.2012e+01 1.5037e+01 1.2764e+02 1.6969e+02
1.2737e-02 2.9275e+01 1.6453e+00 2.2721e+01 1.5460e+01 1.2971e+02 1.7159e+02
1.2854e-02 3.0032e+01 1.7568e+00 2.3450e+01 1.5895e+01 1.3180e+02 1.7350e+02
1.2973e-02 3.0806e+01 1.8732e+00 2.4204e+01 1.6340e+01 1.3392e+02 1.7542e+02
1.3094e-02 3.1598e+01 1.9948e+00 2.4977e+01 1.6796e+01 1.3607e+02 1.7735e+02
1.3215e-02 3.2406e+01 2.1218e+00 2.5779e+01 1.7264e+01 1.3825e+02 1.7928e+02
1.3337e-02 3.3233e+01 2.2541e+00 2.6599e+01 1.7744e+01 1.4046e+02 1.8123e+02
1.3461e-02 3.4078e+01 2.3923e+00 2.7449e+01 1.8235e+01 1.4270e+02 1.8317e+02
1.3585e-02 3.4941e+01 2.5362e+00 2.8322e+01 1.8739e+01 1.4498e+02 1.8513e+02
1.3711e-02 3.5823e+01 2.6863e+00 2.9222e+01 1.9255e+01 1.4728e+02 1.8709e+02
1.3838e-02 3.6724e+01 2.8425e+00 3.0150e+01 1.9783e+01 1.4961e+02 1.8905e+02
1.3966e-02 3.7644e+01 3.0053e+00 3.1103e+01 2.0325e+01 1.5198e+02 1.9102e+02
1.4095e-02 3.8584e+01 3.1747e+00 3.2090e+01 2.0879e+01 1.5438e+02 1.9300e+02
1.4226e-02 3.9543e+01 3.3510e+00 3.3099e+01 2.1447e+01 1.5681e+02 1.9498e+02
1.4357e-02 4.0523e+01 3.5345e+00 3.4147e+01 2.2029e+01 1.5927e+02 1.9697e+02
1.4490e-02 4.1523e+01 3.7251e+00 3.5217e+01 2.2624e+01 1.6176e+02 1.9895e+02
1.4625e-02 4.2544e+01 3.9235e+00 3.6326e+01 2.3234e+01 1.6429e+02 2.0094e+02
1.4760e-02 4.3586e+01 4.1294e+00 3.7464e+01 2.3858e+01 1.6685e+02 2.0294e+02
1.4897e-02 4.4650e+01 4.3436e+00 3.8636e+01 2.4497e+01 1.6944e+02 2.0494e+02
1.5034e-02 4.5735e+01 4.5657e+00 3.9845e+01 2.5150e+01 1.7207e+02 2.0694e+02
1.5174e-02 4.6842e+01 4.7966e+00 4.1084e+01 2.5819e+01 1.7473e+02 2.0894e+02
1.5314e-02 4.7971e+01 5.0360e+00 4.2367e+01 2.6504e+01 1.7743e+02 2.1094e+02
1.5456e-02 4.9123e+01 5.2845e+00 4.3677e+01 2.7204e+01 1.8016e+02 2.1294e+02
1.5599e-02 5.0298e+01 5.5423e+00 4.5038e+01 2.7920e+01 1.8292e+02 2.1495e+02
1.5743e-02 5.1496e+01 5.8094e+00 4.6426e+01 2.8653e+01 1.8572e+02 2.1695e+02
1.5889e-02 5.2717e+01 6.0865e+00 4.7863e+01 2.9402e+01 1.8855e+02 2.1896e+02
1.6036e-02 5.3962e+01 6.3734e+00 4.9336e+01 3.0168e+01 1.9142e+02 2.2096e+02
1.6185e-02 5.5231e+01 6.6709e+00 5.0853e+01 3.0951e+01 1.9433e+02 2.2296e+02
1.6335e-02 5.6524e+01 6.9787e+00 5.2416e+01 3.1751e+01 1.9727e+02 2.2497e+02
1.6486e-02 5.7841e+01 7.2976e+00 5.4016e+01 3.2569e+01 2.0024e+02 2.2697e+02
1.6638e-02 5.9184e+01 7.6274e+00 5.5674e+01 3.3406e+01 2.0326e+02 2.2896e+02
1.6792e-02 6.0551e+01 7.9688e+00 5.7363e+01 3.4260e+01 2.0631e+02 2.3096e+02
1.6948e-02 6.1944e+01 8.3219e+00 5.9117e+01 3.5133e+01 2.0939e+02 2.3295e+02
1.7105e-02 6.3363e+01 8.6869e+00 6.0904e+01 3.6025e+01 2.1251e+02 2.3494e+02
1.7263e-02 6.4807e+01 9.0645e+00 6.2754e+01 3.6936e+01 2.1567e+02 2.3692e+02
1.7423e-02 6.6278e+01 9.4544e+00 6.4648e+01 3.7866e+01 2.1887e+02 2.3891e+02
1.7584e-02 6.7775e+01 9.8576e+00 6.6596e+01 3.8816e+01 2.2210e+02 2.4088e+02
1.7747e-02 6.9299e+01 1.0274e+01 6.8604e+01 3.9786e+01 2.2537e+02 2.4285e+02
1.7911e-02 7.0849e+01 1.0704e+01 7.0655e+01 4.0776e+01 2.2868e+02 2.4482e+02
1.8077e-02 7.2427e+01 1.1147e+01 7.2779e+01 4.1787e+01 2.3203e+02 2.4678e+02
1.8244e-02 7.4032e+01 1.1605e+01 7.4941e+01 4.2818e+01 2.3541e+02 2.4873e+02
1.8413e-02 7.5665e+01 1.2077e+01 7.7185e+01 4.3871e+01 2.3884e+02 2.5068e+02
1.8584e-02 7.7325e+01 1.2564e+01 7.9468e+01 4.4945e+01 2.4230e+02 2.5262e+02
1.8756e-02 7.9014e+01 1.3066e+01 8.1830e+01 4.6040e+01 2.4580e+02 2.5455e+02
1.8929e-02 8.0731e+01 1.3584e+01 8.4245e+01 4.7157e+01 2.4933e+02 2.5647e+02
1.9105e-02 8.2476e+01 1.4117e+01 8.6728e+01 4.8297e+01 2.5291e+02 2.5839e+02
1.9282e-02 8.4250e+01 1.4667e+01 8.9284e+01 4.9458e+01 2.5652e+02 2.6030e+02
1.9460e-02 8.6053e+01 1.5233e+01 9.1891e+01 5.0643e+01 2.6018e+02 2.6219e+02
1.9640e-02 8.7885e+01 1.5815e+01 9.4592e+01 5.1850e+01 2.6387e+02 2.6408e+02
1.9822e-02 8.9746e+01 1.6415e+01 9.7335e+01 5.3081e+01 2.6760e+02 2.6596e+02
2.0006e-02 9.1637e+01 1.7032e+01 1.0018e+02 5.4334e+01 2.7137e+02 2.6783e+02
2.0191e-02 9.3557e+01 1.7666e+01 1.0307e+02 5.5612e+01 2.7518e+02 2.6969e+02
2.0378e-02 9.5507e+01 1.8319e+01 1.0606e+02 5.6913e+01 2.7903e+02 2.7153e+02
2.0566e-02 9.7487e+01 1.8990e+01 1.0911e+02 5.8239e+01 2.8292e+02 2.7337e+02
2.0757e-02 9.9498e+01 1.9680e+01 1.1225e+02 5.9588e+01 2.8684e+02 2.7519e+02
2.0949e-02 1.0154e+02 2.0388e+01 1.1547e+02 6.0963e+01 2.9081e+02 2.7701e+02
2.1143e-02 1.0361e+02 2.1116e+01 1.1876e+02 6.2362e+01 2.9482e+02 2.7881e+02
2.1339e-02 1.0571e+02 2.1862e+01 1.2216e+02 6.3786e+01 2.9886e+02 2.8059e+02
2.1536e-02 1.0784e+02 2.2629e+01 1.2560e+02 6.5236e+01 3.0295e+02 2.8237e+02
2.1735e-02 1.1000e+02 2.3417e+01 1.2918e+02 6.6710e+01 3.0707e+02 2.8413e+02
2.1937e-02 1.1220e+02 2.4224e+01 1.3281e+02 6.8211e+01 3.1123e+02 2.8588e+02
2.2140e-02 1.1442e+02 2.5052e+01 1.3655e+02 6.9737e+01 3.1544e+02 2.8761e+02
2.2345e-02 1.1668e+02 2.5901e+01 1.4037e+02 7.1289e+01 3.1968e+02 2.8933e+02
2.2552e-02 1.1896e+02 2.6772e+01 1.4429e+02 7.2867e+01 3.2396e+02 2.9103e+02
2.2760e-02 1.2128e+02 2.7663e+01 1.4832e+02 7.4472e+01 3.2828e+02 2.9272e+02
2.2971e-02 1.2363e+02 2.8577e+01 1.5241e+02 7.6103e+01 3.3264e+02 2.9440e+02
2.3184e-02 1.2601e+02 2.9512e+01 1.5665e+02 7.7761e+01 3.3704e+02 2.9606e+02
2.3398e-02 1.2842e+02 3.0470e+01 1.6093e+02 7.9445e+01 3.4148e+02 2.9770e+02
2.3615e-02 1.3086e+02 3.1450e+01 1.6538e+02 8.1157e+01 3.4596e+02 2.9933e+02
2.3834e-02 1.3334e+02 3.2452e+01 1.6987e+02 8.2895e+01 3.5048e+02 3.0094e+02
2.4054e-02 1.3584e+02 3.3479e+01 1.7452e+02 8.4661e+01 3.5504e+02 3.0254e+02
2.4277e-02 1.3838e+02 3.4527e+01 1.7924e+02 8.6454e+01 3.5963e+02 3.0412e+02
2.4502e-02 1.4095e+02 3.5599e+01 1.8409e+02 8.8274e+01 3.6427e+02 3.0568e+02
2.4728e-02 1.4355e+02 3.6694e+01 1.8906e+02 9.0122e+01 3.6894e+02 3.0723e+02
2.4957e-02 1.4618e+02 3.7814e+01 1.9410e+02 9.1997e+01 3.7365e+02 3.0876e+02
2.5188e-02 1.4884e+02 3.8956e+01 1.9932e+02 9.3900e+01 3.7840e+02 3.1027e+02
2.5422e-02 1.5154e+02 4.0123e+01 2.0459e+02 9.5831e+01 3.8319e+02 3.1176e+02
2.5657e-02 1.5427e+02 4.1314e+01 2.1005e+02 9.7789e+01 3.8802e+02 3.1324e+02
2.5894e-02 1.5702e+02 4.2528e+01 2.1556e+02 9.9776e+01 3.9288e+02 3.1470e+02
2.6134e-02 1.5981e+02 4.3768e+01 2.2124e+02 1.0179e+02 3.9779e+02 3.1614e+02
2.6376e-02 1.6263e+02 4.5031e+01 2.2702e+02 1.0383e+02 4.0273e+02 3.1756e+02
2.6620e-02 1.6548e+02 4.6319e+01 2.3293e+02 1.0590e+02 4.0771e+02 3.1896e+02
2.6867e-02 1.6837e+02 4.7631e+01 2.3900e+02 1.0800e+02 4.1272e+02 3.2034e+02
2.7115e-02 1.7128e+02 4.8968e+01 2.4514e+02 1.1012e+02 4.1778e+02 3.2171e+02
2.7366e-02 1.7423e+02 5.0329e+01 2.5149e+02 1.1228e+02 4.2287e+02 3.2305e+02
2.7620e-02 1.7720e+02 5.1715e+01 2.5788e+02 1.1446e+02 4.2800e+02 3.2438e+02
2.7875e-02 1.8021e+02 5.3126e+01 2.6450e+02 1.1667e+02 4.3316e+02 3.2568e+02
2.8134e-02 1.8325e+02 5.4560e+01 2.7116e+02 1.1891e+02 4.3836e+02 3.2697e+02
2.8394e-02 1.8632e+02 5.6020e+01 2.7804e+02 1.2117e+02 4.4360e+02 3.2824e+02
2.8657e-02 1.8942e+02 5.7503e+01 2.8502e+02 1.2346e+02 4.4888e+02 3.2948e+02
2.8922e-02 1.9256e+02 5.9012e+01 2.9214e+02 1.2578e+02 4.5419e+02 3.3070e+02
2.9190e-02 1.9572e+02 6.0543e+01 2.9944e+02 1.2813e+02 4.5953e+02 3.3191e+02
2.9460e-02 1.9891e+02 6.2101e+01 3.0681e+02 1.3051e+02 4.6492e+02 3.3309e+02
2.9733e-02 2.0214e+02 6.3681e+01 3.1443e+02 1.3291e+02 4.7033e+02 3.3425e+02
3.0008e-02 2.0540e+02 6.5285e+01 3.2208e+02 1.3534e+02 4.7579e+02 3.3539e+02
3.0286e-02 2.0868e+02 6.6914e+01 3.3000e+02 1.3780e+02 4.8127e+02 3.3650e+02
3.0566e-02 2.1200e+02 6.8565e+01 3.3796e+02 1.4028e+02 4.8680e+02 3.3759e+02
3.0849e-02 2.1535e+02 7.0242e+01 3.4616e+02 1.4280e+02 4.9236e+02 3.3866e+02
3.1135e-02 2.1873e+02 7.1939e+01 3.5446e+02 1.4533e+02 4.9795e+02 3.3971e+02
3.1423e-02 2.2214e+02 7.3663e+01 3.6292e+02 1.4790e+02 5.0357e+02 3.4073e+02
3.1714e-02 2.2558e+02 7.5406e+01 3.7159e+02 1.5049e+02 5.0923e+02 3.4172e+02
3.2008e-02 2.2905e+02 7.7175e+01 3.8032e+02 1.5311e+02 5.1493e+02 3.4269e+02
3.2304e-02 2.3256e+02 7.8964e+01 3.8934e+02 1.5576e+02 5.2065e+02 3.4364e+02
3.2603e-02 2.3609e+02 8.0776e+01 3.9836e+02 1.5843e+02 5.2641e+02 3.4456e+02
3.2905e-02 2.3965e+02 8.2611e+01 4.0771e+02 1.6113e+02 5.3221e+02 3.4545e+02
3.3209e-02 2.4325e+02 8.4466e+01 4.1708e+02 1.6386e+02 5.3803e+02 3.4632e+02
3.3517e-02 2.4688e+02 8.6346e+01 4.2672e+02 1.6661e+02 5.4389e+02 3.4716e+02
3.3827e-02 2.5053e+02 8.8243e+01 4.3647e+02 1.6939e+02 5.4978e+02 3.4796e+02
3.4140e-02 2.5422e+02 9.0165e+01 4.4638e+02 1.7219e+02 5.5571e+02 3.4874e+02
3.4456e-02 2.5794e+02 9.2104e+01 4.5653e+02 1.7502e+02 5.6166e+02 3.4949e+02
3.4775e-02 2.6170e+02 9.4066e+01 4.6672e+02 1.7788e+02 5.6765e+02 3.5021e+02
3.5097e-02 2.6548e+02 9.6047e+01 4.7725e+02 1.8076e+02 5.7367e+02 3.5090e+02
3.5422e-02 2.6929e+02 9.8049e+01 4.8775e+02 1.8367e+02 5.7971e+02 3.5155e+02
3.5750e-02 2.7314e+02 1.0007e+02 4.9864e+02 1.8661e+02 5.8579e+02 3.5217e+02
3.6081e-02 2.7702e+02 1.0211e+02 5.0951e+02 1.8957e+02 5.9190e+02 3.5275e+02
3.6415e-02 2.8093e+02 1.0417e+02 5.2069e+02 1.9255e+02 5.9804e+02 3.5330e+02
3.6752e-02 2.8487e+02 1.0625e+02 5.3198e+02 1.9556e+02 6.0421e+02 3.5381e+02
3.7092e-02 2.8885e+02 1.0835e+02 5.4344e+02 1.9860e+02 6.1041e+02 3.5429e+02
3.7436e-02 2.9285e+02 1.1047e+02 5.5516e+02 2.0166e+02 6.1664e+02 3.5472e+02
3.7782e-02 2.9689e+02 1.1261e+02 5.6690e+02 2.0475e+02 6.2290e+02 3.5512e+02
3.8132e-02 3.0097e+02 1.1476e+02 5.7904e+02 2.0786e+02 6.2919e+02 3.5547e+02
3.8485e-02 3.0507e+02 1.1693e+02 5.9110e+02 2.1100e+02 6.3550e+02 3.5578e+02
3.8841e-02 3.0921e+02 1.1913e+02 6.0361e+02 2.1417e+02 6.4185e+02 3.5605e+02
3.9201e-02 3.1339e+02 1.2134e+02 6.1607e+02 2.1736e+02 6.4822e+02 3.5627e+02
3.9564e-02 3.1760e+02 1.2357e+02 6.2888e+02 2.2058e+02 6.5462e+02 3.5644e+02
3.9930e-02 3.2184e+02 1.2581e+02 6.4179e+02 2.2383e+02 6.6104e+02 3.5657e+02
4.0300e-02 3.2612e+02 1.2808e+02 6.5488e+02 2.2710e+02 6.6750e+02 3.5664e+02
4.0673e-02 3.3043e+02 1.3037e+02 6.6827e+02 2.3040e+02 6.7398e+02 3.5667e+02
4.1049e-02 3.3478e+02 1.3267e+02 6.8163e+02 2.3372e+02 6.8048e+02 3.5664e+02
4.1429e-02 3.3916e+02 1.3500e+02 6.9547e+02 2.3708e+02 6.8701e+02 3.5656e+02
4.1813e-02 3.4358e+02 1.3734e+02 7.0917e+02 2.4046e+02 6.9357e+02 3.5642e+02
4.2200e-02 3.4803e+02 1.3970e+02 7.2340e+02 2.4387e+02 7.0015e+02 3.5622e+02
4.2591e-02 3.5252e+02 1.4208e+02 7.3752e+02 2.4730e+02 7.0676e+02 3.5597e+02
4.2985e-02 3.5705e+02 1.4449e+02 7.5206e+02 2.5077e+02 7.1339e+02 3.5565e+02
4.3383e-02 3.6161e+02 1.4691e+02 7.6669e+02 2.5426e+02 7.2005e+02 3.5527e+02
4.3785e-02 3.6621e+02 1.4936e+02 7.8149e+02 2.5778e+02 7.2672e+02 3.5482e+02
4.4190e-02 3.7085e+02 1.5183e+02 7.9665e+02 2.6134e+02 7.3342e+02 3.5431e+02
4.4599e-02 3.7552e+02 1.5432e+02 8.1172e+02 2.6492e+02 7.4015e+02 3.5374e+02
4.5012e-02 3.8023e+02 1.5684e+02 8.2738e+02 2.6853e+02 7.4689e+02 3.5309e+02
4.5429e-02 3.8498e+02 1.5938e+02 8.4281e+02 2.7218e+02 7.5366e+02 3.5237e+02
4.5849e-02 3.8977e+02 1.6195e+02 8.5888e+02 2.7586e+02 7.6044e+02 3.5158e+02
4.6274e-02 3.9459e+02 1.6453e+02 8.7478e+02 2.7956e+02 7.6724e+02 3.5071e+02
4.6702e-02 3.9945e+02 1.6716e+02 8.9117e+02 2.8331e+02 7.7407e+02 3.4977e+02
4.7134e-02 4.0436e+02 1.6980e+02 9.0763e+02 2.8708e+02 7.8091e+02 3.4875e+02
4.7571e-02 4.0929e+02 1.7249e+02 9.2427e+02 2.9089e+02 7.8777e+02 3.4765e+02
4.8011e-02 4.1427e+02 1.7519e+02 9.4134e+02 2.9473e+02 7.9464e+02 3.4648e+02
4.8455e-02 4.1928e+02 1.7794e+02 9.5826e+02 2.9861e+02 8.0153e+02 3.4522e+02
4.8904e-02 4.2433e+02 1.8071e+02 9.7590e+02 3.0252e+02 8.0844e+02 3.4387e+02
4.9357e-02 4.2942e+02 1.8352e+02 9.9320e+02 3.0647e+02 8.1536e+02 3.4245e+02
4.9814e-02 4.3455e+02 1.8637e+02 1.0113e+03 3.1046e+02 8.2229e+02 3.4094e+02
5.0275e-02 4.3971e+02 1.8926e+02 1.0291e+03 3.1448e+02 8.2923e+02 3.3934e+02
5.0740e-02 4.4491e+02 1.9219e+02 1.0475e+03 3.1855e+02 8.3618e+02 3.3765e+02
5.1210e-02 4.5014e+02 1.9515e+02 1.0660e+03 3.2265e+02 8.4315e+02 3.3588e+02
5.1684e-02 4.5541e+02 1.9817e+02 1.0847e+03 3.2679e+02 8.5012e+02 3.3401e+02
5.2163e-02 4.6071e+02 2.0122e+02 1.1039e+03 3.3097e+02 8.5710e+02 3.3206e+02
5.2645e-02 4.6605e+02 2.0433e+02 1.1229e+03 3.3519e+02 8.6408e+02 3.3002e+02
5.3133e-02 4.7141e+02 2.0748e+02 1.1427e+03 3.3945e+02 8.7107e+02 3.2789e+02
5.3625e-02 4.7681e+02 2.1068e+02 1.1621e+03 3.4375e+02 8.7805e+02 3.2567e+02
5.4121e-02 4.8225e+02 2.1394e+02 1.1825e+03 3.4809e+02 8.8504e+02 3.2335e+02
5.4622e-02 4.8771e+02 2.1725e+02 1.2024e+03 3.5248e+02 8.9203e+02 3.2095e+02
5.5128e-02 4.9319e+02 2.2062e+02 1.2232e+03 3.5691e+02 8.9902e+02 3.1846e+02
5.5638e-02 4.9871e+02 2.2404e+02 1.2439e+03 3.6138e+02 9.0600e+02 3.1588e+02
5.6153e-02 5.0425e+02 2.2753e+02 1.2649e+03 3.6589e+02 9.1298e+02 3.1321e+02
5.6673e-02 5.0982e+02 2.3107e+02 1.2865e+03 3.7045e+02 9.1995e+02 3.1046e+02
5.7198e-02 5.1540e+02 2.3469e+02 1.3078e+03 3.7505e+02 9.2691e+02 3.0761e+02
5.7727e-02 5.2101e+02 2.3837e+02 1.3301e+03 3.7969e+02 9.3386e+02 3.0469e+02
5.8262e-02 5.2664e+02 2.4211e+02 1.3519e+03 3.8437e+02 9.4079e+02 3.0168e+02
5.8801e-02 5.3228e+02 2.4593e+02 1.3748e+03 3.8910e+02 9.4771e+02 2.9859e+02
5.9345e-02 5.3794e+02 2.4980e+02 1.3973e+03 3.9387e+02 9.5462e+02 2.9542e+02
5.9895e-02 5.4360e+02 2.5376e+02 1.4206e+03 3.9868e+02 9.6150e+02 2.9218e+02
6.0449e-02 5.4928e+02 2.5778e+02 1.4440e+03 4.0353e+02 9.6835e+02 2.8886e+02
6.1009e-02 5.5497e+02 2.6188e+02 1.4675e+03 4.0842e+02 9.7519e+02 2.8547e+02
6.1574e-02 5.6066e+02 2.6604e+02 1.4919e+03 4.1335e+02 9.8200e+02 2.8201e+02
6.2144e-02 5.6636e+02 2.7029e+02 1.5157e+03 4.1832e+02 9.8877e+02 2.7848e+02
6.2719e-02 5.7205e+02 2.7461e+02 1.5410e+03 4.2333e+02 9.9552e+02 2.7489e+02
6.3300e-02 5.7774e+02 2.7900e+02 1.5653e+03 4.2837e+02 1.0022e+03 2.7125e+02
6.3886e-02 5.8342e+02 2.8346e+02 1.5912e+03 4.3344e+02 1.0089e+03 2.6754e+02
6.4477e-02 5.8910e+02 2.8799e+02 1.6163e+03 4.3855e+02 1.0155e+03 2.6379e+02
6.5074e-02 5.9476e+02 2.9261e+02 1.6426e+03 4.4368e+02 1.0221e+03 2.5999e+02
6.5676e-02 6.0041e+02 2.9728e+02 1.6688e+03 4.4885e+02 1.0287e+03 2.5614e+02
6.6284e-02 6.0604e+02 3.0204e+02 1.6951e+03 4.5404e+02 1.0352e+03 2.5225e+02
6.6898e-02 6.1165e+02 3.0684e+02 1.7225e+03 4.5925e+02 1.0416e+03 2.4833e+02
6.7517e-02 6.1724e+02 3.1173e+02 1.7490e+03 4.6448e+02 1.0480e+03 2.4438e+02
6.8142e-02 6.2280e+02 3.1667e+02 1.7774e+03 4.6974e+02 1.0544e+03 2.4040e+02
6.8773e-02 6.2833e+02 3.2167e+02 1.8044e+03 4.7500e+02 1.0607e+03 2.3640e+02
6.9410e-02 6.3382e+02 3.2675e+02 1.8333e+03 4.8028e+02 1.0669e+03 2.3238e+02
7.0052e-02 6.3928e+02 3.3185e+02 1.8611e+03 4.8557e+02 1.0731e+03 2.2834e+02
7.0701e-02 6.4470e+02 3.3704e+02 1.8903e+03 4.9086e+02 1.0792e+03 2.2430e+02
7.1355e-02 6.5008e+02 3.4223e+02 1.9193e+03 4.9616e+02 1.0852e+03 2.2025e+02
7.2016e-02 6.5542e+02 3.4751e+02 1.9484e+03 5.0146e+02 1.0912e+03 2.1621e+02
7.2683e-02 6.6070e+02 3.5278e+02 1.9786e+03 5.0675e+02 1.0971e+03 2.1216e+02
7.3356e-02 6.6594e+02 3.5812e+02 2.0077e+03 5.1203e+02 1.1030e+03 2.0813e+02
7.4035e-02 6.7112e+02 3.6346e+02 2.0389e+03 5.1729e+02 1.1087e+03 2.0410e+02
7.4720e-02 6.7625e+02 3.6883e+02 2.0683e+03 5.2254e+02 1.1144e+03 2.0009e+02
7.5412e-02 6.8132e+02 3.7422e+02 2.1001e+03 5.2777e+02 1.1200e+03 1.9610e+02
7.6110e-02 6.8633e+02 3.7960e+02 2.1303e+03 5.3297e+02 1.1256e+03 1.9213e+02
7.6814e-02 6.9128e+02 3.8501e+02 2.1619e+03 5.3814e+02 1.1310e+03 1.8819e+02
7.7526e-02 6.9617e+02 3.9037e+02 2.1933e+03 5.4328e+02 1.1364e+03 1.8427e+02
7.8243e-02 7.0099e+02 3.9577e+02 2.2246e+03 5.4837e+02 1.1417e+03 1.8038e+02
7.8968e-02 7.0575e+02 4.0110e+02 2.2572e+03 5.5343e+02 1.1469e+03 1.7653e+02
7.9699e-02 7.1044e+02 4.0644e+02 2.2881e+03 5.5844e+02 1.1520e+03 1.7270e+02
8.0436e-02 7.1507e+02 4.1172e+02 2.3216e+03 5.6339e+02 1.1571e+03 1.6892e+02
8.1181e-02 7.1963e+02 4.1696e+02 2.3526e+03 5.6830e+02 1.1620e+03 1.6516e+02
8.1933e-02 7.2412e+02 4.2217e+02 2.3863e+03 5.7314e+02 1.1669e+03 1.6144e+02
8.2691e-02 7.2854e+02 4.2729e+02 2.4179e+03 5.7792e+02 1.1717e+03 1.5775e+02
8.3457e-02 7.3290e+02 4.3240e+02 2.4511e+03 5.8264e+02 1.1764e+03 1.5410e+02
8.4229e-02 7.3719e+02 4.3739e+02 2.4837e+03 5.8730e+02 1.1810e+03 1.5048e+02
8.5009e-02 7.4141e+02 4.4236e+02 2.5160e+03 5.9188e+02 1.1856e+03 1.4689e+02
8.5796e-02 7.4557e+02 4.4720e+02 2.5498e+03 5.9639e+02 1.1900e+03 1.4333e+02
8.6590e-02 7.4967e+02 4.5200e+02 2.5814e+03 6.0083e+02 1.1944e+03 1.3979e+02
