# k[h/Mpc]   Q1   Q2    Q3    Q5    Q8     Qs2    
# 
7.1027e+02 1.5905e-04 2.2439e-04 2.8510e+01 1.9163e-04 1.9880e-04 -7.9547e-05
7.1685e+02 1.5905e-04 1.9594e-04 2.8272e+01 1.8914e-04 1.9609e-04 -8.4968e-05
7.2349e+02 1.5179e-04 2.5941e-04 2.8045e+01 1.8263e-04 1.8934e-04 -7.6688e-05
7.3018e+02 1.5049e-04 1.4862e-04 2.7813e+01 1.7951e-04 1.8603e-04 -7.9410e-05
7.3694e+02 1.4551e-04 2.7225e-04 2.7587e+01 1.7440e-04 1.8067e-04 -7.5179e-05
7.4376e+02 1.4195e-04 1.3395e-04 2.7362e+01 1.7011e-04 1.7621e-04 -7.3427e-05
7.5065e+02 1.3966e-04 2.5354e-04 2.7137e+01 1.6662e-04 1.7248e-04 -7.4010e-05
7.5760e+02 1.3404e-04 1.4967e-04 2.6918e+01 1.6128e-04 1.6697e-04 -6.8184e-05
7.6461e+02 1.3364e-04 2.0879e-04 2.6694e+01 1.5894e-04 1.6442e-04 -7.2088e-05
7.7169e+02 1.2713e-04 1.8113e-04 2.6480e+01 1.5321e-04 1.5850e-04 -6.4387e-05
7.7884e+02 1.2712e-04 1.5667e-04 2.6260e+01 1.5118e-04 1.5629e-04 -6.8782e-05
7.8605e+02 1.2126e-04 2.0971e-04 2.6049e+01 1.4592e-04 1.5083e-04 -6.2124e-05
7.9332e+02 1.2018e-04 1.1877e-04 2.5834e+01 1.4338e-04 1.4812e-04 -6.4288e-05
8.0067e+02 1.1618e-04 2.1977e-04 2.5624e+01 1.3925e-04 1.4380e-04 -6.0938e-05
8.0808e+02 1.1325e-04 1.0744e-04 2.5415e+01 1.3574e-04 1.4014e-04 -5.9458e-05
8.1556e+02 1.1142e-04 2.0424e-04 2.5206e+01 1.3292e-04 1.3712e-04 -6.0004e-05
8.2311e+02 1.0681e-04 1.2079e-04 2.5002e+01 1.2854e-04 1.3260e-04 -5.5228e-05
8.3073e+02 1.0650e-04 1.6784e-04 2.4795e+01 1.2665e-04 1.3053e-04 -5.8437e-05
8.3842e+02 1.0117e-04 1.4671e-04 2.4596e+01 1.2195e-04 1.2567e-04 -5.2172e-05
8.4618e+02 1.0114e-04 1.2578e-04 2.4391e+01 1.2028e-04 1.2385e-04 -5.5731e-05
8.5402e+02 9.6362e-05 1.6994e-04 2.4195e+01 1.1597e-04 1.1937e-04 -5.0349e-05
8.6192e+02 9.5427e-05 9.5681e-05 2.3995e+01 1.1385e-04 1.1711e-04 -5.2055e-05
8.6990e+02 9.2158e-05 1.7816e-04 2.3800e+01 1.1045e-04 1.1355e-04 -4.9376e-05
8.7795e+02 8.9693e-05 8.7433e-05 2.3606e+01 1.0752e-04 1.1049e-04 -4.8102e-05
8.8608e+02 8.8170e-05 1.6575e-04 2.3412e+01 1.0516e-04 1.0797e-04 -4.8575e-05
8.9428e+02 8.4328e-05 9.9193e-05 2.3223e+01 1.0150e-04 1.0418e-04 -4.4632e-05
9.0256e+02 8.3994e-05 1.3671e-04 2.3031e+01 9.9850e-05 1.0238e-04 -4.7219e-05
9.1092e+02 7.9556e-05 1.2104e-04 2.2845e+01 9.5895e-05 9.8291e-05 -4.2085e-05
9.1935e+02 7.9384e-05 1.0375e-04 2.2656e+01 9.4365e-05 9.6630e-05 -4.4892e-05
9.2786e+02 7.5353e-05 1.4112e-04 2.2473e+01 9.0667e-05 9.2790e-05 -4.0478e-05
9.3645e+02 7.4361e-05 8.1507e-05 2.2288e+01 8.8676e-05 9.0684e-05 -4.1716e-05
9.4512e+02 7.1473e-05 1.5006e-04 2.2107e+01 8.5617e-05 8.7481e-05 -3.9457e-05
9.5387e+02 6.9115e-05 7.8771e-05 2.1926e+01 8.2816e-05 8.4572e-05 -3.8200e-05
9.6270e+02 6.7454e-05 1.4525e-04 2.1746e+01 8.0373e-05 8.1991e-05 -3.8379e-05
9.7161e+02 6.3704e-05 9.8100e-05 2.1570e+01 7.6637e-05 7.8148e-05 -3.4816e-05
9.8061e+02 6.2458e-05 1.4159e-04 2.1391e+01 7.4108e-05 7.5495e-05 -3.6384e-05
9.8969e+02 5.6908e-05 1.5674e-04 2.1218e+01 6.8766e-05 7.0046e-05 -3.0634e-05
9.9885e+02 5.3772e-05 1.2911e-04 2.1042e+01 6.4667e-05 6.5868e-05 -2.9578e-05
1.0081e+03 4.9461e-05 1.4864e-04 2.0870e+01 6.0005e-05 6.1130e-05 -2.6122e-05
1.0174e+03 4.5598e-05 1.1565e-04 2.0700e+01 5.5705e-05 5.6784e-05 -2.3226e-05
1.0268e+03 4.3034e-05 9.3296e-05 2.0530e+01 5.2592e-05 5.3633e-05 -2.1834e-05
1.0364e+03 4.1002e-05 8.1675e-05 2.0362e+01 5.0109e-05 5.1117e-05 -2.0773e-05
1.0459e+03 3.9248e-05 7.4252e-05 2.0195e+01 4.7970e-05 4.8945e-05 -1.9854e-05
1.0556e+03 3.7680e-05 6.8770e-05 2.0030e+01 4.6057e-05 4.7001e-05 -1.9038e-05
1.0654e+03 3.6250e-05 6.4409e-05 1.9867e+01 4.4310e-05 4.5226e-05 -1.8298e-05
1.0753e+03 3.4928e-05 6.0772e-05 1.9705e+01 4.2696e-05 4.3583e-05 -1.7619e-05
1.0852e+03 3.3696e-05 5.7649e-05 1.9544e+01 4.1189e-05 4.2050e-05 -1.6987e-05
1.0953e+03 3.2538e-05 5.4902e-05 1.9384e+01 3.9773e-05 4.0609e-05 -1.6395e-05
1.1054e+03 3.1444e-05 5.2447e-05 1.9226e+01 3.8437e-05 3.9248e-05 -1.5837e-05
1.1156e+03 3.0408e-05 5.0221e-05 1.9069e+01 3.7170e-05 3.7957e-05 -1.5309e-05
1.1260e+03 2.9421e-05 4.8182e-05 1.8913e+01 3.5964e-05 3.6728e-05 -1.4808e-05
1.1364e+03 2.8481e-05 4.6298e-05 1.8759e+01 3.4814e-05 3.5556e-05 -1.4330e-05
1.1469e+03 2.7582e-05 4.4546e-05 1.8606e+01 3.3715e-05 3.4436e-05 -1.3873e-05
1.1575e+03 2.6721e-05 4.2908e-05 1.8454e+01 3.2663e-05 3.3363e-05 -1.3437e-05
1.1682e+03 2.5895e-05 4.1368e-05 1.8303e+01 3.1654e-05 3.2334e-05 -1.3018e-05
1.1791e+03 2.5102e-05 3.9916e-05 1.8154e+01 3.0684e-05 3.1345e-05 -1.2617e-05
1.1900e+03 2.4340e-05 3.8542e-05 1.8005e+01 2.9752e-05 3.0394e-05 -1.2231e-05
1.2010e+03 2.3606e-05 3.7238e-05 1.7858e+01 2.8856e-05 2.9479e-05 -1.1860e-05
1.2121e+03 2.2899e-05 3.5997e-05 1.7713e+01 2.7992e-05 2.8598e-05 -1.1503e-05
1.2233e+03 2.2218e-05 3.4815e-05 1.7568e+01 2.7159e-05 2.7748e-05 -1.1158e-05
1.2347e+03 2.1561e-05 3.3686e-05 1.7425e+01 2.6355e-05 2.6928e-05 -1.0827e-05
1.2461e+03 2.0926e-05 3.2606e-05 1.7282e+01 2.5580e-05 2.6136e-05 -1.0506e-05
1.2576e+03 2.0314e-05 3.1572e-05 1.7141e+01 2.4831e-05 2.5372e-05 -1.0197e-05
1.2693e+03 1.9722e-05 3.0581e-05 1.7001e+01 2.4107e-05 2.4633e-05 -9.8987e-06
1.2810e+03 1.9149e-05 2.9629e-05 1.6863e+01 2.3408e-05 2.3919e-05 -9.6102e-06
1.2929e+03 1.8596e-05 2.8714e-05 1.6725e+01 2.2731e-05 2.3228e-05 -9.3313e-06
1.3048e+03 1.8060e-05 2.7834e-05 1.6588e+01 2.2077e-05 2.2560e-05 -9.0616e-06
1.3169e+03 1.7542e-05 2.6987e-05 1.6453e+01 2.1443e-05 2.1913e-05 -8.8006e-06
1.3291e+03 1.7041e-05 2.6172e-05 1.6319e+01 2.0830e-05 2.1287e-05 -8.5480e-06
1.3414e+03 1.6555e-05 2.5386e-05 1.6185e+01 2.0236e-05 2.0680e-05 -8.3035e-06
1.3538e+03 1.6084e-05 2.4627e-05 1.6053e+01 1.9661e-05 2.0093e-05 -8.0667e-06
1.3664e+03 1.5628e-05 2.3896e-05 1.5922e+01 1.9104e-05 1.9524e-05 -7.8374e-06
1.3790e+03 1.5187e-05 2.3189e-05 1.5792e+01 1.8564e-05 1.8972e-05 -7.6151e-06
1.3918e+03 1.4758e-05 2.2507e-05 1.5663e+01 1.8040e-05 1.8438e-05 -7.3998e-06
1.4047e+03 1.4343e-05 2.1848e-05 1.5535e+01 1.7533e-05 1.7919e-05 -7.1910e-06
1.4177e+03 1.3941e-05 2.1210e-05 1.5409e+01 1.7041e-05 1.7417e-05 -6.9887e-06
1.4308e+03 1.3550e-05 2.0594e-05 1.5283e+01 1.6563e-05 1.6929e-05 -6.7924e-06
1.4440e+03 1.3171e-05 1.9998e-05 1.5158e+01 1.6101e-05 1.6456e-05 -6.6021e-06
1.4574e+03 1.2804e-05 1.9421e-05 1.5034e+01 1.5651e-05 1.5997e-05 -6.4175e-06
1.4709e+03 1.2448e-05 1.8863e-05 1.4912e+01 1.5216e-05 1.5552e-05 -6.2384e-06
1.4845e+03 1.2102e-05 1.8322e-05 1.4790e+01 1.4793e-05 1.5120e-05 -6.0646e-06
1.4983e+03 1.1766e-05 1.7798e-05 1.4669e+01 1.4382e-05 1.4701e-05 -5.8960e-06
1.5121e+03 1.1440e-05 1.7291e-05 1.4549e+01 1.3984e-05 1.4294e-05 -5.7324e-06
1.5261e+03 1.1123e-05 1.6800e-05 1.4431e+01 1.3597e-05 1.3898e-05 -5.5735e-06
1.5403e+03 1.0816e-05 1.6324e-05 1.4313e+01 1.3222e-05 1.3515e-05 -5.4193e-06
1.5545e+03 1.0518e-05 1.5862e-05 1.4196e+01 1.2857e-05 1.3142e-05 -5.2696e-06
1.5689e+03 1.0228e-05 1.5415e-05 1.4080e+01 1.2503e-05 1.2781e-05 -5.1242e-06
1.5834e+03 9.9471e-06 1.4981e-05 1.3965e+01 1.2159e-05 1.2429e-05 -4.9830e-06
1.5981e+03 9.6739e-06 1.4560e-05 1.3851e+01 1.1825e-05 1.2088e-05 -4.8459e-06
1.6129e+03 9.4086e-06 1.4152e-05 1.3738e+01 1.1501e-05 1.1756e-05 -4.7128e-06
1.6278e+03 9.1508e-06 1.3756e-05 1.3626e+01 1.1186e-05 1.1434e-05 -4.5834e-06
1.6429e+03 8.9003e-06 1.3372e-05 1.3515e+01 1.0880e-05 1.1122e-05 -4.4578e-06
1.6581e+03 8.6570e-06 1.2999e-05 1.3404e+01 1.0582e-05 1.0818e-05 -4.3358e-06
1.6734e+03 8.4206e-06 1.2638e-05 1.3295e+01 1.0293e-05 1.0522e-05 -4.2172e-06
1.6889e+03 8.1909e-06 1.2287e-05 1.3186e+01 1.0012e-05 1.0235e-05 -4.1020e-06
1.7046e+03 7.9676e-06 1.1946e-05 1.3079e+01 9.7395e-06 9.9564e-06 -3.9900e-06
1.7204e+03 7.7507e-06 1.1615e-05 1.2972e+01 9.4743e-06 9.6854e-06 -3.8812e-06
1.7363e+03 7.5398e-06 1.1294e-05 1.2866e+01 9.2166e-06 9.4220e-06 -3.7755e-06
1.7524e+03 7.3349e-06 1.0982e-05 1.2761e+01 8.9661e-06 9.1660e-06 -3.6728e-06
1.7686e+03 7.1357e-06 1.0679e-05 1.2657e+01 8.7226e-06 8.9171e-06 -3.5729e-06
1.7849e+03 6.9421e-06 1.0385e-05 1.2554e+01 8.4859e-06 8.6752e-06 -3.4759e-06
1.8015e+03 6.7539e-06 1.0100e-05 1.2451e+01 8.2558e-06 8.4401e-06 -3.3815e-06
1.8182e+03 6.5709e-06 9.8223e-06 1.2349e+01 8.0322e-06 8.2115e-06 -3.2898e-06
1.8350e+03 6.3931e-06 9.5528e-06 1.2249e+01 7.8148e-06 7.9893e-06 -3.2007e-06
1.8520e+03 6.2201e-06 9.2910e-06 1.2149e+01 7.6034e-06 7.7732e-06 -3.1140e-06
1.8691e+03 6.0520e-06 9.0367e-06 1.2049e+01 7.3978e-06 7.5631e-06 -3.0297e-06
1.8864e+03 5.8885e-06 8.7896e-06 1.1951e+01 7.1980e-06 7.3589e-06 -2.9478e-06
1.9039e+03 5.7296e-06 8.5495e-06 1.1854e+01 7.0037e-06 7.1603e-06 -2.8681e-06
1.9215e+03 5.5750e-06 8.3162e-06 1.1757e+01 6.8148e-06 6.9671e-06 -2.7907e-06
1.9393e+03 5.4247e-06 8.0895e-06 1.1661e+01 6.6310e-06 6.7793e-06 -2.7154e-06
1.9572e+03 5.2785e-06 7.8691e-06 1.1566e+01 6.4524e-06 6.5967e-06 -2.6422e-06
1.9754e+03 5.1364e-06 7.6550e-06 1.1471e+01 6.2786e-06 6.4191e-06 -2.5710e-06
1.9937e+03 4.9982e-06 7.4468e-06 1.1378e+01 6.1097e-06 6.2464e-06 -2.5017e-06
2.0121e+03 4.8637e-06 7.2445e-06 1.1285e+01 5.9453e-06 6.0784e-06 -2.4344e-06
2.0307e+03 4.7330e-06 7.0479e-06 1.1193e+01 5.7855e-06 5.9150e-06 -2.3689e-06
2.0495e+03 4.6058e-06 6.8567e-06 1.1101e+01 5.6301e-06 5.7561e-06 -2.3052e-06
2.0685e+03 4.4821e-06 6.6709e-06 1.1011e+01 5.4789e-06 5.6016e-06 -2.2432e-06
2.0877e+03 4.3618e-06 6.4902e-06 1.0921e+01 5.3318e-06 5.4512e-06 -2.1830e-06
2.1070e+03 4.2448e-06 6.3146e-06 1.0832e+01 5.1888e-06 5.3050e-06 -2.1244e-06
2.1265e+03 4.1310e-06 6.1438e-06 1.0743e+01 5.0496e-06 5.1628e-06 -2.0673e-06
2.1462e+03 4.0202e-06 5.9778e-06 1.0655e+01 4.9143e-06 5.0244e-06 -2.0119e-06
2.1660e+03 3.9125e-06 5.8164e-06 1.0568e+01 4.7826e-06 4.8898e-06 -1.9580e-06
2.1861e+03 3.8078e-06 5.6594e-06 1.0482e+01 4.6545e-06 4.7589e-06 -1.9055e-06
2.2063e+03 3.7058e-06 5.5067e-06 1.0397e+01 4.5299e-06 4.6315e-06 -1.8544e-06
2.2268e+03 3.6067e-06 5.3583e-06 1.0312e+01 4.4087e-06 4.5076e-06 -1.8048e-06
2.2474e+03 3.5102e-06 5.2140e-06 1.0227e+01 4.2908e-06 4.3871e-06 -1.7565e-06
2.2682e+03 3.4164e-06 5.0736e-06 1.0144e+01 4.1761e-06 4.2698e-06 -1.7095e-06
2.2892e+03 3.3251e-06 4.9370e-06 1.0061e+01 4.0645e-06 4.1557e-06 -1.6638e-06
2.3104e+03 3.2362e-06 4.8043e-06 9.9791e+00 3.9559e-06 4.0447e-06 -1.6193e-06
2.3318e+03 3.1498e-06 4.6751e-06 9.8976e+00 3.8502e-06 3.9367e-06 -1.5760e-06
2.3533e+03 3.0657e-06 4.5495e-06 9.8168e+00 3.7475e-06 3.8316e-06 -1.5339e-06
2.3751e+03 2.9839e-06 4.4273e-06 9.7367e+00 3.6474e-06 3.7293e-06 -1.4930e-06
2.3971e+03 2.9043e-06 4.3085e-06 9.6572e+00 3.5501e-06 3.6299e-06 -1.4531e-06
2.4193e+03 2.8268e-06 4.1929e-06 9.5783e+00 3.4555e-06 3.5331e-06 -1.4144e-06
2.4417e+03 2.7515e-06 4.0805e-06 9.5001e+00 3.3633e-06 3.4389e-06 -1.3766e-06
2.4643e+03 2.6781e-06 3.9711e-06 9.4226e+00 3.2737e-06 3.3472e-06 -1.3399e-06
2.4871e+03 2.6068e-06 3.8647e-06 9.3457e+00 3.1865e-06 3.2580e-06 -1.3042e-06
2.5102e+03 2.5373e-06 3.7612e-06 9.2694e+00 3.1016e-06 3.1713e-06 -1.2694e-06
2.5334e+03 2.4697e-06 3.6605e-06 9.1937e+00 3.0190e-06 3.0868e-06 -1.2356e-06
2.5568e+03 2.4040e-06 3.5626e-06 9.1187e+00 2.9386e-06 3.0046e-06 -1.2027e-06
2.5805e+03 2.3400e-06 3.4673e-06 9.0442e+00 2.8604e-06 2.9247e-06 -1.1707e-06
2.6044e+03 2.2778e-06 3.3746e-06 8.9704e+00 2.7843e-06 2.8469e-06 -1.1395e-06
2.6285e+03 2.2172e-06 3.2844e-06 8.8972e+00 2.7102e-06 2.7711e-06 -1.1092e-06
2.6528e+03 2.1582e-06 3.1967e-06 8.8245e+00 2.6381e-06 2.6975e-06 -1.0797e-06
2.6774e+03 2.1008e-06 3.1113e-06 8.7525e+00 2.5680e-06 2.6257e-06 -1.0510e-06
2.7022e+03 2.0450e-06 3.0282e-06 8.6810e+00 2.4997e-06 2.5560e-06 -1.0230e-06
2.7272e+03 1.9906e-06 2.9474e-06 8.6102e+00 2.4333e-06 2.4880e-06 -9.9583e-07
2.7525e+03 1.9377e-06 2.8688e-06 8.5399e+00 2.3687e-06 2.4219e-06 -9.6936e-07
2.7779e+03 1.8863e-06 2.7922e-06 8.4702e+00 2.3057e-06 2.3576e-06 -9.4360e-07
2.8037e+03 1.8362e-06 2.7178e-06 8.4010e+00 2.2445e-06 2.2950e-06 -9.1853e-07
2.8296e+03 1.7874e-06 2.6453e-06 8.3324e+00 2.1849e-06 2.2341e-06 -8.9414e-07
2.8558e+03 1.7400e-06 2.5749e-06 8.2644e+00 2.1269e-06 2.1748e-06 -8.7039e-07
2.8822e+03 1.6938e-06 2.5063e-06 8.1969e+00 2.0705e-06 2.1171e-06 -8.4729e-07
2.9089e+03 1.6489e-06 2.4395e-06 8.1300e+00 2.0155e-06 2.0609e-06 -8.2480e-07
2.9359e+03 1.6051e-06 2.3746e-06 8.0637e+00 1.9621e-06 2.0062e-06 -8.0291e-07
2.9630e+03 1.5625e-06 2.3114e-06 7.9978e+00 1.9100e-06 1.9530e-06 -7.8161e-07
2.9905e+03 1.5211e-06 2.2499e-06 7.9325e+00 1.8594e-06 1.9012e-06 -7.6087e-07
3.0181e+03 1.4808e-06 2.1900e-06 7.8678e+00 1.8101e-06 1.8508e-06 -7.4069e-07
3.0461e+03 1.4415e-06 2.1318e-06 7.8036e+00 1.7621e-06 1.8018e-06 -7.2105e-07
3.0743e+03 1.4033e-06 2.0751e-06 7.7399e+00 1.7154e-06 1.7540e-06 -7.0194e-07
3.1027e+03 1.3661e-06 2.0199e-06 7.6767e+00 1.6699e-06 1.7075e-06 -6.8333e-07
3.1315e+03 1.3299e-06 1.9662e-06 7.6140e+00 1.6257e-06 1.6623e-06 -6.6522e-07
3.1605e+03 1.2947e-06 1.9140e-06 7.5518e+00 1.5826e-06 1.6183e-06 -6.4759e-07
3.1897e+03 1.2604e-06 1.8631e-06 7.4902e+00 1.5407e-06 1.5754e-06 -6.3044e-07
3.2192e+03 1.2270e-06 1.8137e-06 7.4291e+00 1.4999e-06 1.5337e-06 -6.1374e-07
3.2490e+03 1.1945e-06 1.7655e-06 7.3684e+00 1.4602e-06 1.4931e-06 -5.9748e-07
3.2791e+03 1.1629e-06 1.7186e-06 7.3083e+00 1.4215e-06 1.4535e-06 -5.8166e-07
3.3095e+03 1.1321e-06 1.6730e-06 7.2486e+00 1.3839e-06 1.4151e-06 -5.6626e-07
3.3401e+03 1.1022e-06 1.6286e-06 7.1894e+00 1.3473e-06 1.3776e-06 -5.5127e-07
3.3710e+03 1.0730e-06 1.5854e-06 7.1307e+00 1.3116e-06 1.3412e-06 -5.3668e-07
3.4022e+03 1.0446e-06 1.5434e-06 7.0725e+00 1.2769e-06 1.3057e-06 -5.2247e-07
3.4337e+03 1.0170e-06 1.5024e-06 7.0148e+00 1.2431e-06 1.2711e-06 -5.0865e-07
3.4655e+03 9.9008e-07 1.4626e-06 6.9575e+00 1.2103e-06 1.2375e-06 -4.9519e-07
3.4976e+03 9.6390e-07 1.4238e-06 6.9007e+00 1.1782e-06 1.2048e-06 -4.8209e-07
3.5300e+03 9.3841e-07 1.3861e-06 6.8444e+00 1.1471e-06 1.1729e-06 -4.6934e-07
3.5627e+03 9.1359e-07 1.3493e-06 6.7885e+00 1.1168e-06 1.1419e-06 -4.5693e-07
3.5957e+03 8.8944e-07 1.3136e-06 6.7331e+00 1.0872e-06 1.1117e-06 -4.4485e-07
3.6289e+03 8.6593e-07 1.2788e-06 6.6781e+00 1.0585e-06 1.0823e-06 -4.3308e-07
3.6625e+03 8.4304e-07 1.2449e-06 6.6236e+00 1.0305e-06 1.0537e-06 -4.2163e-07
3.6964e+03 8.2076e-07 1.2119e-06 6.5695e+00 1.0033e-06 1.0259e-06 -4.1049e-07
3.7307e+03 7.9907e-07 1.1798e-06 6.5159e+00 9.7677e-07 9.9878e-07 -3.9964e-07
3.7652e+03 7.7796e-07 1.1486e-06 6.4627e+00 9.5096e-07 9.7239e-07 -3.8908e-07
3.8001e+03 7.5740e-07 1.1182e-06 6.4100e+00 9.2583e-07 9.4670e-07 -3.7880e-07
3.8352e+03 7.3739e-07 1.0886e-06 6.3576e+00 9.0138e-07 9.2170e-07 -3.6879e-07
3.8707e+03 7.1792e-07 1.0598e-06 6.3057e+00 8.7757e-07 8.9735e-07 -3.5904e-07
3.9066e+03 6.9895e-07 1.0318e-06 6.2543e+00 8.5439e-07 8.7365e-07 -3.4956e-07
3.9427e+03 6.8050e-07 1.0045e-06 6.2032e+00 8.3183e-07 8.5058e-07 -3.4033e-07
3.9792e+03 6.6253e-07 9.7789e-07 6.1526e+00 8.0986e-07 8.2812e-07 -3.3134e-07
4.0161e+03 6.4503e-07 9.5202e-07 6.1023e+00 7.8848e-07 8.0626e-07 -3.2259e-07
4.0533e+03 6.2800e-07 9.2684e-07 6.0525e+00 7.6766e-07 7.8497e-07 -3.1407e-07
4.0908e+03 6.1142e-07 9.0233e-07 6.0031e+00 7.4739e-07 7.6425e-07 -3.0578e-07
4.1286e+03 5.9528e-07 8.7848e-07 5.9541e+00 7.2767e-07 7.4407e-07 -2.9771e-07
4.1669e+03 5.7957e-07 8.5525e-07 5.9055e+00 7.0846e-07 7.2444e-07 -2.8985e-07
4.2054e+03 5.6428e-07 8.3265e-07 5.8573e+00 6.8976e-07 7.0532e-07 -2.8220e-07
4.2444e+03 5.4939e-07 8.1064e-07 5.8095e+00 6.7156e-07 6.8670e-07 -2.7475e-07
4.2837e+03 5.3489e-07 7.8921e-07 5.7620e+00 6.5384e-07 6.6858e-07 -2.6750e-07
4.3233e+03 5.2078e-07 7.6836e-07 5.7150e+00 6.3659e-07 6.5094e-07 -2.6044e-07
4.3633e+03 5.0704e-07 7.4806e-07 5.6684e+00 6.1979e-07 6.3377e-07 -2.5357e-07
4.4037e+03 4.9366e-07 7.2830e-07 5.6221e+00 6.0344e-07 6.1705e-07 -2.4688e-07
4.4445e+03 4.8064e-07 7.0906e-07 5.5762e+00 5.8752e-07 6.0077e-07 -2.4036e-07
4.4857e+03 4.6796e-07 6.9033e-07 5.5307e+00 5.7202e-07 5.8493e-07 -2.3402e-07
4.5272e+03 4.5562e-07 6.7210e-07 5.4855e+00 5.5694e-07 5.6950e-07 -2.2785e-07
4.5691e+03 4.4360e-07 6.5435e-07 5.4407e+00 5.4225e-07 5.5448e-07 -2.2184e-07
4.6114e+03 4.3190e-07 6.3707e-07 5.3963e+00 5.2795e-07 5.3986e-07 -2.1599e-07
4.6541e+03 4.2051e-07 6.2025e-07 5.3523e+00 5.1403e-07 5.2562e-07 -2.1029e-07
4.6972e+03 4.0942e-07 6.0387e-07 5.3086e+00 5.0047e-07 5.1176e-07 -2.0475e-07
4.7407e+03 3.9863e-07 5.8793e-07 5.2652e+00 4.8728e-07 4.9827e-07 -1.9935e-07
4.7845e+03 3.8812e-07 5.7241e-07 5.2223e+00 4.7443e-07 4.8513e-07 -1.9409e-07
4.8288e+03 3.7789e-07 5.5731e-07 5.1796e+00 4.6192e-07 4.7235e-07 -1.8897e-07
4.8735e+03 3.6793e-07 5.4260e-07 5.1373e+00 4.4975e-07 4.5989e-07 -1.8399e-07
4.9187e+03 3.5823e-07 5.2828e-07 5.0954e+00 4.3789e-07 4.4777e-07 -1.7914e-07
4.9642e+03 3.4879e-07 5.1434e-07 5.0538e+00 4.2635e-07 4.3597e-07 -1.7442e-07
5.0101e+03 3.3959e-07 5.0077e-07 5.0125e+00 4.1511e-07 4.2448e-07 -1.6982e-07
5.0565e+03 3.3064e-07 4.8756e-07 4.9716e+00 4.0417e-07 4.1329e-07 -1.6534e-07
5.1033e+03 3.2193e-07 4.7470e-07 4.9310e+00 3.9352e-07 4.0240e-07 -1.6099e-07
5.1506e+03 3.1345e-07 4.6217e-07 4.8908e+00 3.8315e-07 3.9180e-07 -1.5674e-07
5.1983e+03 3.0519e-07 4.4998e-07 4.8509e+00 3.7306e-07 3.8147e-07 -1.5261e-07
5.2464e+03 2.9715e-07 4.3811e-07 4.8113e+00 3.6323e-07 3.7142e-07 -1.4859e-07
5.2950e+03 2.8932e-07 4.2656e-07 4.7720e+00 3.5366e-07 3.6164e-07 -1.4468e-07
5.3440e+03 2.8169e-07 4.1531e-07 4.7330e+00 3.4434e-07 3.5211e-07 -1.4086e-07
5.3934e+03 2.7427e-07 4.0436e-07 4.6944e+00 3.3527e-07 3.4283e-07 -1.3715e-07
5.4434e+03 2.6705e-07 3.9370e-07 4.6561e+00 3.2643e-07 3.3380e-07 -1.3354e-07
5.4938e+03 2.6001e-07 3.8332e-07 4.6181e+00 3.1784e-07 3.2501e-07 -1.3002e-07
5.5446e+03 2.5316e-07 3.7321e-07 4.5804e+00 3.0946e-07 3.1645e-07 -1.2660e-07
5.5960e+03 2.4650e-07 3.6337e-07 4.5430e+00 3.0131e-07 3.0811e-07 -1.2326e-07
5.6478e+03 2.4000e-07 3.5379e-07 4.5059e+00 2.9338e-07 3.0000e-07 -1.2002e-07
5.7000e+03 2.3368e-07 3.4447e-07 4.4691e+00 2.8565e-07 2.9210e-07 -1.1685e-07
5.7528e+03 2.2753e-07 3.3539e-07 4.4326e+00 2.7813e-07 2.8440e-07 -1.1378e-07
5.8061e+03 2.2154e-07 3.2655e-07 4.3964e+00 2.7080e-07 2.7691e-07 -1.1078e-07
5.8598e+03 2.1570e-07 3.1794e-07 4.3605e+00 2.6367e-07 2.6962e-07 -1.0786e-07
5.9141e+03 2.1002e-07 3.0957e-07 4.3249e+00 2.5673e-07 2.6252e-07 -1.0502e-07
5.9688e+03 2.0449e-07 3.0141e-07 4.2896e+00 2.4997e-07 2.5561e-07 -1.0226e-07
6.0241e+03 1.9911e-07 2.9347e-07 4.2546e+00 2.4339e-07 2.4888e-07 -9.9563e-08
6.0798e+03 1.9386e-07 2.8573e-07 4.2199e+00 2.3698e-07 2.4233e-07 -9.6942e-08
6.1361e+03 1.8876e-07 2.7821e-07 4.1854e+00 2.3074e-07 2.3595e-07 -9.4389e-08
6.1929e+03 1.8379e-07 2.7088e-07 4.1513e+00 2.2466e-07 2.2973e-07 -9.1904e-08
6.2503e+03 1.7895e-07 2.6374e-07 4.1174e+00 2.1875e-07 2.2369e-07 -8.9484e-08
6.3081e+03 1.7424e-07 2.5679e-07 4.0838e+00 2.1299e-07 2.1780e-07 -8.7128e-08
6.3665e+03 1.6965e-07 2.5003e-07 4.0504e+00 2.0738e-07 2.1206e-07 -8.4835e-08
6.4255e+03 1.6519e-07 2.4344e-07 4.0174e+00 2.0192e-07 2.0648e-07 -8.2601e-08
6.4849e+03 1.6084e-07 2.3703e-07 3.9846e+00 1.9661e-07 2.0105e-07 -8.0427e-08
6.5450e+03 1.5661e-07 2.3079e-07 3.9520e+00 1.9143e-07 1.9576e-07 -7.8310e-08
6.6056e+03 1.5248e-07 2.2471e-07 3.9198e+00 1.8639e-07 1.9060e-07 -7.6248e-08
6.6667e+03 1.4847e-07 2.1879e-07 3.8878e+00 1.8149e-07 1.8559e-07 -7.4241e-08
