#       q          E0lin        Elin         E2lin      E0loop220    E0loop130    E0loop22     E0loop13     E2loop22     E2loop13      E1loop       E3loop         Xi          Zeta          Chi        U10lin         U3           U11          U20          V10          V12          X10          Y10          X20          Y20     
1.985774e+06 1.108941e+02 7.285339e-08 1.829488e-07 4.017614e+00 2.083738e+01 -1.171068e-21 -2.052117e-22 2.870672e-28 3.745125e-09 -3.746722e-10 -7.299312e-12 -9.868305e-26 1.471806e-32 1.463154e-43 -4.905841e-14 0.000000e+00 2.170487e-22 0.000000e+00 -1.604029e-228 -1.472637e-33 1.250243e+01 3.096093e-06 5.115370e-24 9.706457e-24
1.991728e+06 1.108941e+02 7.242467e-08 1.818969e-07 4.017614e+00 2.083738e+01 -1.156230e-21 -2.021656e-22 2.817445e-28 3.731067e-09 -3.729973e-10 -7.234923e-12 -9.708031e-26 1.443200e-32 1.422495e-43 -4.861612e-14 0.000000e+00 2.141925e-22 0.000000e+00 -1.329524e-228 -1.440907e-33 1.250243e+01 3.091931e-06 5.037062e-24 9.558513e-24
1.997699e+06 1.108941e+02 7.199847e-08 1.808511e-07 4.017614e+00 2.083738e+01 -1.141579e-21 -1.991648e-22 2.765206e-28 3.717061e-09 -3.713301e-10 -7.171102e-12 -9.550360e-26 1.415149e-32 1.382966e-43 -4.817781e-14 0.000000e+00 2.113738e-22 0.000000e+00 -1.101997e-228 -1.409860e-33 1.250243e+01 3.087775e-06 4.959954e-24 9.412824e-24
2.003688e+06 1.108941e+02 7.157478e-08 1.798112e-07 4.017614e+00 2.083738e+01 -1.127114e-21 -1.962084e-22 2.713935e-28 3.703108e-09 -3.696706e-10 -7.107844e-12 -9.395250e-26 1.387643e-32 1.344536e-43 -4.774346e-14 0.000000e+00 2.085922e-22 0.000000e+00 -9.134071e-229 -1.379483e-33 1.250243e+01 3.083624e-06 4.884026e-24 9.269355e-24
2.009696e+06 1.108941e+02 7.115358e-08 1.787774e-07 4.017614e+00 2.083738e+01 -1.112833e-21 -1.932960e-22 2.663615e-28 3.689208e-09 -3.680188e-10 -7.045144e-12 -9.242659e-26 1.360673e-32 1.307173e-43 -4.731302e-14 0.000000e+00 2.058472e-22 0.000000e+00 -7.570917e-229 -1.349760e-33 1.250243e+01 3.079479e-06 4.809260e-24 9.128073e-24
2.015721e+06 1.108941e+02 7.073486e-08 1.777495e-07 4.017614e+00 2.083738e+01 -1.098732e-21 -1.904268e-22 2.614228e-28 3.675359e-09 -3.663745e-10 -6.982997e-12 -9.092547e-26 1.334226e-32 1.270849e-43 -4.688646e-14 0.000000e+00 2.031384e-22 0.000000e+00 -6.275272e-229 -1.320677e-33 1.250243e+01 3.075339e-06 4.735639e-24 8.988943e-24
2.021765e+06 1.108941e+02 7.031860e-08 1.767275e-07 4.017614e+00 2.083738e+01 -1.084810e-21 -1.876002e-22 2.565757e-28 3.661563e-09 -3.647379e-10 -6.921398e-12 -8.944872e-26 1.308293e-32 1.235534e-43 -4.646375e-14 0.000000e+00 2.004652e-22 0.000000e+00 -5.201356e-229 -1.292221e-33 1.250243e+01 3.071205e-06 4.663146e-24 8.851933e-24
2.027826e+06 1.108941e+02 6.990479e-08 1.757113e-07 4.017614e+00 2.083738e+01 -1.071065e-21 -1.848155e-22 2.518184e-28 3.647818e-09 -3.631087e-10 -6.860343e-12 -8.799596e-26 1.282865e-32 1.201201e-43 -4.604485e-14 0.000000e+00 1.978272e-22 0.000000e+00 -4.311225e-229 -1.264378e-33 1.250243e+01 3.067077e-06 4.591762e-24 8.717011e-24
2.033906e+06 1.108941e+02 6.949342e-08 1.747011e-07 4.017614e+00 2.083738e+01 -1.057493e-21 -1.820722e-22 2.471493e-28 3.634125e-09 -3.614871e-10 -6.799826e-12 -8.656679e-26 1.257930e-32 1.167821e-43 -4.562972e-14 0.000000e+00 1.952239e-22 0.000000e+00 -3.573425e-229 -1.237134e-33 1.250243e+01 3.062954e-06 4.521471e-24 8.584146e-24
2.040004e+06 1.108941e+02 6.908447e-08 1.736966e-07 4.017614e+00 2.083738e+01 -1.044094e-21 -1.793696e-22 2.425668e-28 3.620483e-09 -3.598729e-10 -6.739843e-12 -8.516084e-26 1.233481e-32 1.135369e-43 -4.521834e-14 0.000000e+00 1.926548e-22 0.000000e+00 -2.961889e-229 -1.210478e-33 1.250243e+01 3.058837e-06 4.452256e-24 8.453304e-24
2.046120e+06 1.108941e+02 6.867793e-08 1.726979e-07 4.017614e+00 2.083738e+01 -1.030864e-21 -1.767071e-22 2.380693e-28 3.606893e-09 -3.582662e-10 -6.680389e-12 -8.377771e-26 1.209506e-32 1.103819e-43 -4.481067e-14 0.000000e+00 1.901196e-22 0.000000e+00 -2.455008e-229 -1.184396e-33 1.250243e+01 3.054725e-06 4.384101e-24 8.324457e-24
2.052255e+06 1.108941e+02 6.827378e-08 1.717049e-07 4.017614e+00 2.083738e+01 -1.017802e-21 -1.740841e-22 2.336552e-28 3.593353e-09 -3.566668e-10 -6.621460e-12 -8.241706e-26 1.185998e-32 1.073146e-43 -4.440667e-14 0.000000e+00 1.876177e-22 0.000000e+00 -2.034871e-229 -1.158877e-33 1.250243e+01 3.050619e-06 4.316989e-24 8.197573e-24
2.058407e+06 1.108941e+02 6.787200e-08 1.707177e-07 4.017614e+00 2.083738e+01 -1.004906e-21 -1.715001e-22 2.293229e-28 3.579865e-09 -3.550749e-10 -6.563050e-12 -8.107850e-26 1.162946e-32 1.043325e-43 -4.400632e-14 0.000000e+00 1.851487e-22 0.000000e+00 -1.686634e-229 -1.133907e-33 1.250243e+01 3.046518e-06 4.250905e-24 8.072623e-24
2.064579e+06 1.108941e+02 6.747260e-08 1.697361e-07 4.017614e+00 2.083738e+01 -9.921729e-22 -1.689544e-22 2.250709e-28 3.566427e-09 -3.534902e-10 -6.505156e-12 -7.976168e-26 1.140343e-32 1.014332e-43 -4.360957e-14 0.000000e+00 1.827122e-22 0.000000e+00 -1.397993e-229 -1.109475e-33 1.250243e+01 3.042423e-06 4.185833e-24 7.949577e-24
2.070769e+06 1.108941e+02 6.707554e-08 1.687602e-07 4.017614e+00 2.083738e+01 -9.796012e-22 -1.664465e-22 2.208978e-28 3.553039e-09 -3.519128e-10 -6.447772e-12 -7.846625e-26 1.118178e-32 9.861458e-44 -4.321640e-14 0.000000e+00 1.803078e-22 0.000000e+00 -1.158748e-229 -1.085569e-33 1.250243e+01 3.038333e-06 4.121757e-24 7.828406e-24
2.076977e+06 1.108941e+02 6.668082e-08 1.677899e-07 4.017614e+00 2.083738e+01 -9.671887e-22 -1.639759e-22 2.168021e-28 3.539702e-09 -3.503426e-10 -6.390895e-12 -7.719185e-26 1.096445e-32 9.587424e-44 -4.282678e-14 0.000000e+00 1.779351e-22 0.000000e+00 -9.604464e-230 -1.062179e-33 1.250243e+01 3.034249e-06 4.058662e-24 7.709082e-24
2.083204e+06 1.108941e+02 6.628842e-08 1.668251e-07 4.017614e+00 2.083738e+01 -9.549336e-22 -1.615419e-22 2.127822e-28 3.526414e-09 -3.487797e-10 -6.334519e-12 -7.593816e-26 1.075134e-32 9.321004e-44 -4.244067e-14 0.000000e+00 1.755935e-22 0.000000e+00 -7.960809e-230 -1.039292e-33 1.250243e+01 3.030170e-06 3.996532e-24 7.591576e-24
2.089450e+06 1.108941e+02 6.589833e-08 1.658660e-07 4.017614e+00 2.083738e+01 -9.428337e-22 -1.591440e-22 2.088370e-28 3.513177e-09 -3.472239e-10 -6.278641e-12 -7.470483e-26 1.054237e-32 9.061989e-44 -4.205804e-14 0.000000e+00 1.732828e-22 0.000000e+00 -6.598440e-230 -1.016899e-33 1.250243e+01 3.026097e-06 3.935354e-24 7.475860e-24
2.095715e+06 1.108941e+02 6.551053e-08 1.649123e-07 4.017614e+00 2.083738e+01 -9.308872e-22 -1.567817e-22 2.049648e-28 3.499989e-09 -3.456753e-10 -6.223255e-12 -7.349152e-26 1.033747e-32 8.810171e-44 -4.167886e-14 0.000000e+00 1.710025e-22 0.000000e+00 -5.469219e-230 -9.949878e-34 1.250243e+01 3.022029e-06 3.875113e-24 7.361908e-24
2.101998e+06 1.108941e+02 6.512502e-08 1.639641e-07 4.017614e+00 2.083738e+01 -9.190920e-22 -1.544545e-22 2.011645e-28 3.486851e-09 -3.441338e-10 -6.168358e-12 -7.229793e-26 1.013654e-32 8.565350e-44 -4.130309e-14 0.000000e+00 1.687522e-22 0.000000e+00 -4.533247e-230 -9.735490e-34 1.250243e+01 3.017967e-06 3.815794e-24 7.249693e-24
2.108300e+06 1.108941e+02 6.474178e-08 1.630214e-07 4.017614e+00 2.083738e+01 -9.074463e-22 -1.521619e-22 1.974346e-28 3.473762e-09 -3.425994e-10 -6.113946e-12 -7.112371e-26 9.939524e-33 8.327333e-44 -4.093072e-14 0.000000e+00 1.665315e-22 0.000000e+00 -3.757452e-230 -9.525721e-34 1.250243e+01 3.013910e-06 3.757383e-24 7.139188e-24
2.114621e+06 1.108941e+02 6.436079e-08 1.620840e-07 4.017614e+00 2.083738e+01 -8.959481e-22 -1.499032e-22 1.937739e-28 3.460723e-09 -3.410720e-10 -6.060013e-12 -6.996857e-26 9.746335e-33 8.095929e-44 -4.056170e-14 0.000000e+00 1.643400e-22 0.000000e+00 -3.114422e-230 -9.320472e-34 1.250243e+01 3.009859e-06 3.699866e-24 7.030366e-24
2.120961e+06 1.108941e+02 6.398204e-08 1.611521e-07 4.017614e+00 2.083738e+01 -8.845957e-22 -1.476781e-22 1.901811e-28 3.447732e-09 -3.395516e-10 -6.006556e-12 -6.883219e-26 9.556901e-33 7.870956e-44 -4.019601e-14 0.000000e+00 1.621774e-22 0.000000e+00 -2.581437e-230 -9.119646e-34 1.250243e+01 3.005813e-06 3.643230e-24 6.923204e-24
2.127320e+06 1.108941e+02 6.360553e-08 1.602255e-07 4.017614e+00 2.083738e+01 -8.733871e-22 -1.454861e-22 1.866549e-28 3.434790e-09 -3.380382e-10 -5.953571e-12 -6.771427e-26 9.371149e-33 7.652235e-44 -3.983362e-14 0.000000e+00 1.600432e-22 0.000000e+00 -2.139664e-230 -8.923146e-34 1.250243e+01 3.001773e-06 3.587461e-24 6.817674e-24
2.133698e+06 1.108941e+02 6.323122e-08 1.593043e-07 4.017614e+00 2.083738e+01 -8.623205e-22 -1.433265e-22 1.831940e-28 3.421896e-09 -3.365318e-10 -5.901053e-12 -6.661450e-26 9.189007e-33 7.439592e-44 -3.947449e-14 0.000000e+00 1.579371e-22 0.000000e+00 -1.773494e-230 -8.730881e-34 1.250243e+01 2.997738e-06 3.532546e-24 6.713752e-24
2.140095e+06 1.108941e+02 6.285912e-08 1.583883e-07 4.017614e+00 2.083738e+01 -8.513941e-22 -1.411990e-22 1.797974e-28 3.409051e-09 -3.350322e-10 -5.848998e-12 -6.553260e-26 9.010406e-33 7.232857e-44 -3.911860e-14 0.000000e+00 1.558587e-22 0.000000e+00 -1.469988e-230 -8.542758e-34 1.250243e+01 2.993708e-06 3.478472e-24 6.611414e-24
2.146511e+06 1.108941e+02 6.248922e-08 1.574777e-07 4.017614e+00 2.083738e+01 -8.406062e-22 -1.391031e-22 1.764637e-28 3.396255e-09 -3.335395e-10 -5.797403e-12 -6.446827e-26 8.835276e-33 7.031868e-44 -3.876592e-14 0.000000e+00 1.538077e-22 0.000000e+00 -1.218422e-230 -8.358688e-34 1.250243e+01 2.989684e-06 3.425225e-24 6.510636e-24
2.152947e+06 1.108941e+02 6.212148e-08 1.565722e-07 4.017614e+00 2.083738e+01 -8.299549e-22 -1.370384e-22 1.731918e-28 3.383506e-09 -3.320537e-10 -5.746262e-12 -6.342122e-26 8.663549e-33 6.836463e-44 -3.841642e-14 0.000000e+00 1.517837e-22 0.000000e+00 -1.009908e-230 -8.178584e-34 1.250243e+01 2.985665e-06 3.372794e-24 6.411394e-24
2.159402e+06 1.108941e+02 6.175591e-08 1.556720e-07 4.017614e+00 2.083738e+01 -8.194387e-22 -1.350042e-22 1.699806e-28 3.370805e-09 -3.305746e-10 -5.695573e-12 -6.239118e-26 8.495161e-33 6.646489e-44 -3.807008e-14 0.000000e+00 1.497863e-22 0.000000e+00 -8.370780e-231 -8.002361e-34 1.250243e+01 2.981652e-06 3.321165e-24 6.313664e-24
2.165876e+06 1.108941e+02 6.139250e-08 1.547769e-07 4.017614e+00 2.083738e+01 -8.090557e-22 -1.330003e-22 1.668289e-28 3.358152e-09 -3.291024e-10 -5.645331e-12 -6.137786e-26 8.330045e-33 6.461794e-44 -3.772685e-14 0.000000e+00 1.478151e-22 0.000000e+00 -6.938251e-231 -7.829935e-34 1.250243e+01 2.977644e-06 3.270327e-24 6.217423e-24
2.172369e+06 1.108941e+02 6.103122e-08 1.538870e-07 4.017614e+00 2.083738e+01 -7.988042e-22 -1.310261e-22 1.637357e-28 3.345546e-09 -3.276369e-10 -5.595532e-12 -6.038101e-26 8.168139e-33 6.282231e-44 -3.738672e-14 0.000000e+00 1.458700e-22 0.000000e+00 -5.750877e-231 -7.661224e-34 1.250243e+01 2.973641e-06 3.220267e-24 6.122649e-24
2.178883e+06 1.108941e+02 6.067207e-08 1.530022e-07 4.017614e+00 2.083738e+01 -7.886826e-22 -1.290812e-22 1.606998e-28 3.332987e-09 -3.261780e-10 -5.546173e-12 -5.940034e-26 8.009379e-33 6.107658e-44 -3.704965e-14 0.000000e+00 1.439504e-22 0.000000e+00 -4.766703e-231 -7.496148e-34 1.250243e+01 2.969644e-06 3.170973e-24 6.029320e-24
2.185415e+06 1.108941e+02 6.031503e-08 1.521225e-07 4.017614e+00 2.083738e+01 -7.786893e-22 -1.271651e-22 1.577202e-28 3.320476e-09 -3.247259e-10 -5.497248e-12 -5.843560e-26 7.853705e-33 5.937936e-44 -3.671562e-14 0.000000e+00 1.420561e-22 0.000000e+00 -3.950956e-231 -7.334629e-34 1.250243e+01 2.965652e-06 3.122434e-24 5.937413e-24
2.191967e+06 1.108941e+02 5.996009e-08 1.512478e-07 4.017614e+00 2.083738e+01 -7.688226e-22 -1.252776e-22 1.547958e-28 3.308012e-09 -3.232804e-10 -5.448756e-12 -5.748654e-26 7.701057e-33 5.772930e-44 -3.638461e-14 0.000000e+00 1.401867e-22 0.000000e+00 -3.274811e-231 -7.176590e-34 1.250243e+01 2.961665e-06 3.074638e-24 5.846906e-24
2.198539e+06 1.108941e+02 5.960724e-08 1.503782e-07 4.017614e+00 2.083738e+01 -7.590810e-22 -1.234180e-22 1.519257e-28 3.295594e-09 -3.218415e-10 -5.400691e-12 -5.655288e-26 7.551376e-33 5.612509e-44 -3.605658e-14 0.000000e+00 1.383419e-22 0.000000e+00 -2.714378e-231 -7.021957e-34 1.250243e+01 2.957684e-06 3.027574e-24 5.757779e-24
2.205131e+06 1.108941e+02 5.925647e-08 1.495136e-07 4.017614e+00 2.083738e+01 -7.494627e-22 -1.215860e-22 1.491088e-28 3.283223e-09 -3.204092e-10 -5.353050e-12 -5.563439e-26 7.404604e-33 5.456547e-44 -3.573150e-14 0.000000e+00 1.365214e-22 0.000000e+00 -2.249854e-231 -6.870655e-34 1.250243e+01 2.953709e-06 2.981230e-24 5.670010e-24
2.211742e+06 1.108941e+02 5.890776e-08 1.486539e-07 4.017614e+00 2.083738e+01 -7.399664e-22 -1.197812e-22 1.463441e-28 3.270899e-09 -3.189835e-10 -5.305830e-12 -5.473081e-26 7.260685e-33 5.304918e-44 -3.540936e-14 0.000000e+00 1.347248e-22 0.000000e+00 -1.864826e-231 -6.722613e-34 1.250243e+01 2.949738e-06 2.935596e-24 5.583579e-24
2.218373e+06 1.108941e+02 5.856110e-08 1.477992e-07 4.017614e+00 2.083738e+01 -7.305903e-22 -1.180033e-22 1.436307e-28 3.258621e-09 -3.175643e-10 -5.259026e-12 -5.384192e-26 7.119563e-33 5.157503e-44 -3.509012e-14 0.000000e+00 1.329519e-22 0.000000e+00 -1.545690e-231 -6.577761e-34 1.250243e+01 2.945773e-06 2.890660e-24 5.498465e-24
2.225024e+06 1.108941e+02 5.821648e-08 1.469494e-07 4.017614e+00 2.083738e+01 -7.213331e-22 -1.162517e-22 1.409676e-28 3.246388e-09 -3.161515e-10 -5.212634e-12 -5.296745e-26 6.981184e-33 5.014184e-44 -3.477376e-14 0.000000e+00 1.312023e-22 0.000000e+00 -1.281169e-231 -6.436030e-34 1.250243e+01 2.941813e-06 2.846413e-24 5.414648e-24
2.231695e+06 1.108941e+02 5.787390e-08 1.461045e-07 4.017614e+00 2.083738e+01 -7.121932e-22 -1.145261e-22 1.383538e-28 3.234202e-09 -3.147452e-10 -5.166652e-12 -5.210719e-26 6.845495e-33 4.874848e-44 -3.446025e-14 0.000000e+00 1.294758e-22 0.000000e+00 -1.061917e-231 -6.297353e-34 1.250243e+01 2.937859e-06 2.802843e-24 5.332108e-24
2.238386e+06 1.108941e+02 5.753332e-08 1.452645e-07 4.017614e+00 2.083738e+01 -7.031690e-22 -1.128261e-22 1.357886e-28 3.222062e-09 -3.133454e-10 -5.121076e-12 -5.126091e-26 6.712443e-33 4.739384e-44 -3.414957e-14 0.000000e+00 1.277719e-22 0.000000e+00 -8.801864e-232 -6.161663e-34 1.250243e+01 2.933910e-06 2.759939e-24 5.250827e-24
2.245097e+06 1.108941e+02 5.719476e-08 1.444292e-07 4.017614e+00 2.083738e+01 -6.942593e-22 -1.111513e-22 1.332709e-28 3.209967e-09 -3.119519e-10 -5.075902e-12 -5.042836e-26 6.581977e-33 4.607684e-44 -3.384169e-14 0.000000e+00 1.260905e-22 0.000000e+00 -7.295561e-232 -6.028898e-34 1.250243e+01 2.929966e-06 2.717693e-24 5.170784e-24
2.251828e+06 1.108941e+02 5.685818e-08 1.435988e-07 4.017614e+00 2.083738e+01 -6.854624e-22 -1.095015e-22 1.307998e-28 3.197917e-09 -3.105648e-10 -5.031126e-12 -4.960934e-26 6.454046e-33 4.479644e-44 -3.353659e-14 0.000000e+00 1.244312e-22 0.000000e+00 -6.047039e-232 -5.898993e-34 1.250243e+01 2.926027e-06 2.676093e-24 5.091961e-24
2.258580e+06 1.108941e+02 5.652358e-08 1.427732e-07 4.017614e+00 2.083738e+01 -6.767770e-22 -1.078761e-22 1.283746e-28 3.185913e-09 -3.091840e-10 -4.986745e-12 -4.880362e-26 6.328603e-33 4.355162e-44 -3.323423e-14 0.000000e+00 1.227938e-22 0.000000e+00 -5.012182e-232 -5.771887e-34 1.250243e+01 2.922094e-06 2.635131e-24 5.014340e-24
2.265351e+06 1.108941e+02 5.619096e-08 1.419523e-07 4.017614e+00 2.083738e+01 -6.682016e-22 -1.062748e-22 1.259944e-28 3.173954e-09 -3.078096e-10 -4.942756e-12 -4.801099e-26 6.205597e-33 4.234139e-44 -3.293460e-14 0.000000e+00 1.211778e-22 0.000000e+00 -4.154425e-232 -5.647520e-34 1.250243e+01 2.918166e-06 2.594795e-24 4.937901e-24
2.272143e+06 1.108941e+02 5.586029e-08 1.411361e-07 4.017614e+00 2.083738e+01 -6.597349e-22 -1.046973e-22 1.236583e-28 3.162040e-09 -3.064414e-10 -4.899155e-12 -4.723123e-26 6.084982e-33 4.116479e-44 -3.263768e-14 0.000000e+00 1.195832e-22 0.000000e+00 -3.443459e-232 -5.525832e-34 1.250243e+01 2.914244e-06 2.555077e-24 4.862628e-24
2.278955e+06 1.108941e+02 5.553157e-08 1.403246e-07 4.017614e+00 2.083738e+01 -6.513754e-22 -1.031432e-22 1.213655e-28 3.150170e-09 -3.050794e-10 -4.855938e-12 -4.646413e-26 5.966712e-33 4.002088e-44 -3.234343e-14 0.000000e+00 1.180095e-22 0.000000e+00 -2.854165e-232 -5.406767e-34 1.250243e+01 2.910326e-06 2.515966e-24 4.788501e-24
2.285788e+06 1.108941e+02 5.520478e-08 1.395178e-07 4.017614e+00 2.083738e+01 -6.431219e-22 -1.016122e-22 1.191152e-28 3.138345e-09 -3.037237e-10 -4.813103e-12 -4.570950e-26 5.850740e-33 3.890877e-44 -3.205183e-14 0.000000e+00 1.164566e-22 0.000000e+00 -2.365719e-232 -5.290267e-34 1.250243e+01 2.906414e-06 2.477455e-24 4.715505e-24
2.292641e+06 1.108941e+02 5.487991e-08 1.387156e-07 4.017614e+00 2.083738e+01 -6.349730e-22 -1.001039e-22 1.169066e-28 3.126564e-09 -3.023741e-10 -4.770645e-12 -4.496712e-26 5.737023e-33 3.782755e-44 -3.176286e-14 0.000000e+00 1.149241e-22 0.000000e+00 -1.960863e-232 -5.176277e-34 1.250243e+01 2.902507e-06 2.439533e-24 4.643621e-24
2.299515e+06 1.108941e+02 5.455696e-08 1.379181e-07 4.017614e+00 2.083738e+01 -6.269273e-22 -9.861801e-23 1.147390e-28 3.114828e-09 -3.010307e-10 -4.728562e-12 -4.423679e-26 5.625515e-33 3.677639e-44 -3.147650e-14 0.000000e+00 1.134117e-22 0.000000e+00 -1.625291e-232 -5.064743e-34 1.250243e+01 2.898606e-06 2.402192e-24 4.572832e-24
2.306409e+06 1.108941e+02 5.423590e-08 1.371251e-07 4.017614e+00 2.083738e+01 -6.189836e-22 -9.715416e-23 1.126116e-28 3.103136e-09 -2.996935e-10 -4.686850e-12 -4.351833e-26 5.516175e-33 3.575443e-44 -3.119272e-14 0.000000e+00 1.119193e-22 0.000000e+00 -1.347148e-232 -4.955612e-34 1.250243e+01 2.894709e-06 2.365422e-24 4.503123e-24
2.313324e+06 1.108941e+02 5.391674e-08 1.363366e-07 4.017614e+00 2.083738e+01 -6.111405e-22 -9.571204e-23 1.105236e-28 3.091487e-09 -2.983623e-10 -4.645507e-12 -4.281154e-26 5.408961e-33 3.476087e-44 -3.091150e-14 0.000000e+00 1.104465e-22 0.000000e+00 -1.116604e-232 -4.848833e-34 1.250243e+01 2.890818e-06 2.329215e-24 4.434476e-24
2.320259e+06 1.108941e+02 5.359945e-08 1.355528e-07 4.017614e+00 2.083738e+01 -6.033968e-22 -9.429133e-23 1.084744e-28 3.079882e-09 -2.970372e-10 -4.604527e-12 -4.211622e-26 5.303830e-33 3.379492e-44 -3.063281e-14 0.000000e+00 1.089931e-22 0.000000e+00 -9.255148e-233 -4.744354e-34 1.250243e+01 2.886932e-06 2.293563e-24 4.366875e-24
2.327216e+06 1.108941e+02 5.328404e-08 1.347734e-07 4.017614e+00 2.083738e+01 -5.957513e-22 -9.289171e-23 1.064631e-28 3.068321e-09 -2.957181e-10 -4.563910e-12 -4.143220e-26 5.200742e-33 3.285582e-44 -3.035663e-14 0.000000e+00 1.075588e-22 0.000000e+00 -7.671273e-233 -4.642127e-34 1.250243e+01 2.883052e-06 2.258456e-24 4.300304e-24
2.334193e+06 1.108941e+02 5.297047e-08 1.339985e-07 4.017614e+00 2.083738e+01 -5.882026e-22 -9.151286e-23 1.044891e-28 3.056803e-09 -2.944050e-10 -4.523650e-12 -4.075929e-26 5.099658e-33 3.194281e-44 -3.008295e-14 0.000000e+00 1.061433e-22 0.000000e+00 -6.358454e-233 -4.542102e-34 1.250243e+01 2.879176e-06 2.223887e-24 4.234748e-24
2.341192e+06 1.108941e+02 5.265876e-08 1.332280e-07 4.017614e+00 2.083738e+01 -5.807495e-22 -9.015448e-23 1.025518e-28 3.045329e-09 -2.930979e-10 -4.483746e-12 -4.009730e-26 5.000539e-33 3.105517e-44 -2.981173e-14 0.000000e+00 1.047465e-22 0.000000e+00 -5.270303e-233 -4.444233e-34 1.250243e+01 2.875306e-06 2.189847e-24 4.170192e-24
2.348211e+06 1.108941e+02 5.234887e-08 1.324620e-07 4.017614e+00 2.083738e+01 -5.733909e-22 -8.881627e-23 1.006503e-28 3.033897e-09 -2.917968e-10 -4.444194e-12 -3.944607e-26 4.903346e-33 3.019219e-44 -2.954296e-14 0.000000e+00 1.033681e-22 0.000000e+00 -4.368372e-233 -4.348472e-34 1.250243e+01 2.871441e-06 2.156328e-24 4.106619e-24
2.355251e+06 1.108941e+02 5.204081e-08 1.317004e-07 4.017614e+00 2.083738e+01 -5.661255e-22 -8.749791e-23 9.878411e-29 3.022509e-09 -2.905016e-10 -4.404991e-12 -3.880542e-26 4.808043e-33 2.935320e-44 -2.927661e-14 0.000000e+00 1.020079e-22 0.000000e+00 -3.620793e-233 -4.254775e-34 1.250243e+01 2.867581e-06 2.123322e-24 4.044015e-24
2.362312e+06 1.108941e+02 5.173457e-08 1.309432e-07 4.017614e+00 2.083738e+01 -5.589522e-22 -8.619913e-23 9.695251e-29 3.011163e-09 -2.892123e-10 -4.366133e-12 -3.817517e-26 4.714591e-33 2.853752e-44 -2.901266e-14 0.000000e+00 1.006655e-22 0.000000e+00 -3.001150e-233 -4.163096e-34 1.250243e+01 2.863726e-06 2.090821e-24 3.982365e-24
2.369395e+06 1.108941e+02 5.143012e-08 1.301903e-07 4.017614e+00 2.083738e+01 -5.518698e-22 -8.491963e-23 9.515488e-29 2.999860e-09 -2.879288e-10 -4.327618e-12 -3.755515e-26 4.622956e-33 2.774451e-44 -2.875109e-14 0.000000e+00 9.934077e-23 0.000000e+00 -2.487550e-233 -4.073393e-34 1.250243e+01 2.859877e-06 2.058818e-24 3.921655e-24
2.376499e+06 1.108941e+02 5.112747e-08 1.294417e-07 4.017614e+00 2.083738e+01 -5.448771e-22 -8.365911e-23 9.339058e-29 2.988599e-09 -2.866512e-10 -4.289444e-12 -3.694521e-26 4.533103e-33 2.697353e-44 -2.849188e-14 0.000000e+00 9.803349e-23 0.000000e+00 -2.061844e-233 -3.985623e-34 1.250243e+01 2.856032e-06 2.027305e-24 3.861870e-24
2.383624e+06 1.108941e+02 5.082660e-08 1.286975e-07 4.017614e+00 2.083738e+01 -5.379730e-22 -8.241731e-23 9.165899e-29 2.977380e-09 -2.853794e-10 -4.251605e-12 -3.634517e-26 4.444995e-33 2.622398e-44 -2.823501e-14 0.000000e+00 9.674342e-23 0.000000e+00 -1.708992e-233 -3.899743e-34 1.250243e+01 2.852193e-06 1.996274e-24 3.802997e-24
2.390770e+06 1.108941e+02 5.052750e-08 1.279575e-07 4.017614e+00 2.083738e+01 -5.311564e-22 -8.119394e-23 8.995950e-29 2.966204e-09 -2.841134e-10 -4.214101e-12 -3.575488e-26 4.358600e-33 2.549526e-44 -2.798045e-14 0.000000e+00 9.547032e-23 0.000000e+00 -1.416524e-233 -3.815715e-34 1.250243e+01 2.848359e-06 1.965719e-24 3.745020e-24
2.397938e+06 1.108941e+02 5.023016e-08 1.272218e-07 4.017614e+00 2.083738e+01 -5.244262e-22 -7.998873e-23 8.829153e-29 2.955069e-09 -2.828531e-10 -4.176927e-12 -3.517417e-26 4.273885e-33 2.478679e-44 -2.772819e-14 0.000000e+00 9.421398e-23 0.000000e+00 -1.174108e-233 -3.733496e-34 1.250243e+01 2.844531e-06 1.935631e-24 3.687928e-24
2.405128e+06 1.108941e+02 4.993457e-08 1.264903e-07 4.017614e+00 2.083738e+01 -5.177812e-22 -7.880141e-23 8.665448e-29 2.943977e-09 -2.815986e-10 -4.140082e-12 -3.460290e-26 4.190816e-33 2.409800e-44 -2.747820e-14 0.000000e+00 9.297417e-23 0.000000e+00 -9.731776e-234 -3.653050e-34 1.250243e+01 2.840707e-06 1.906003e-24 3.631706e-24
2.412338e+06 1.108941e+02 4.964071e-08 1.257630e-07 4.017614e+00 2.083738e+01 -5.112205e-22 -7.763172e-23 8.504779e-29 2.932926e-09 -2.803497e-10 -4.103561e-12 -3.404091e-26 4.109361e-33 2.342836e-44 -2.723047e-14 0.000000e+00 9.175067e-23 0.000000e+00 -8.066334e-234 -3.574336e-34 1.250243e+01 2.836888e-06 1.876830e-24 3.576340e-24
