# k[h/Mpc]   R1   R2 
# 
3.0920e+00 2.9115e+01 2.5499e+00
3.1207e+00 2.8623e+01 2.5151e+00
3.1496e+00 2.8138e+01 2.4806e+00
3.1787e+00 2.7661e+01 2.4465e+00
3.2081e+00 2.7192e+01 2.4128e+00
3.2378e+00 2.6730e+01 2.3795e+00
3.2678e+00 2.6276e+01 2.3465e+00
3.2981e+00 2.5829e+01 2.3140e+00
3.3286e+00 2.5390e+01 2.2818e+00
3.3594e+00 2.4957e+01 2.2500e+00
3.3905e+00 2.4531e+01 2.2185e+00
3.4219e+00 2.4112e+01 2.1874e+00
3.4536e+00 2.3700e+01 2.1567e+00
3.4855e+00 2.3294e+01 2.1263e+00
3.5178e+00 2.2895e+01 2.0962e+00
3.5504e+00 2.2501e+01 2.0665e+00
3.5833e+00 2.2114e+01 2.0371e+00
3.6164e+00 2.1733e+01 2.0080e+00
3.6499e+00 2.1358e+01 1.9792e+00
3.6837e+00 2.0989e+01 1.9508e+00
3.7178e+00 2.0625e+01 1.9227e+00
3.7522e+00 2.0268e+01 1.8949e+00
3.7869e+00 1.9916e+01 1.8674e+00
3.8220e+00 1.9569e+01 1.8403e+00
3.8574e+00 1.9228e+01 1.8134e+00
3.8931e+00 1.8893e+01 1.7869e+00
3.9291e+00 1.8563e+01 1.7608e+00
3.9655e+00 1.8239e+01 1.7349e+00
4.0022e+00 1.7920e+01 1.7094e+00
4.0393e+00 1.7607e+01 1.6843e+00
4.0767e+00 1.7299e+01 1.6594e+00
4.1144e+00 1.6995e+01 1.6349e+00
4.1525e+00 1.6698e+01 1.6107e+00
4.1909e+00 1.6405e+01 1.5868e+00
4.2297e+00 1.6117e+01 1.5632e+00
4.2689e+00 1.5834e+01 1.5399e+00
4.3084e+00 1.5555e+01 1.5169e+00
4.3483e+00 1.5282e+01 1.4943e+00
4.3886e+00 1.5013e+01 1.4719e+00
4.4292e+00 1.4748e+01 1.4498e+00
4.4702e+00 1.4488e+01 1.4280e+00
4.5116e+00 1.4232e+01 1.4065e+00
4.5533e+00 1.3980e+01 1.3852e+00
4.5955e+00 1.3733e+01 1.3643e+00
4.6380e+00 1.3489e+01 1.3436e+00
4.6810e+00 1.3250e+01 1.3231e+00
4.7243e+00 1.3014e+01 1.3029e+00
4.7680e+00 1.2783e+01 1.2830e+00
4.8122e+00 1.2555e+01 1.2633e+00
4.8567e+00 1.2330e+01 1.2439e+00
4.9017e+00 1.2110e+01 1.2247e+00
4.9471e+00 1.1893e+01 1.2058e+00
4.9929e+00 1.1679e+01 1.1871e+00
5.0391e+00 1.1469e+01 1.1686e+00
5.0857e+00 1.1262e+01 1.1504e+00
5.1328e+00 1.1059e+01 1.1324e+00
5.1803e+00 1.0859e+01 1.1147e+00
5.2283e+00 1.0663e+01 1.0972e+00
5.2767e+00 1.0470e+01 1.0799e+00
5.3255e+00 1.0280e+01 1.0629e+00
5.3748e+00 1.0094e+01 1.0461e+00
5.4246e+00 9.9107e+00 1.0296e+00
5.4748e+00 9.7308e+00 1.0133e+00
5.5255e+00 9.5541e+00 9.9725e-01
5.5766e+00 9.3806e+00 9.8145e-01
5.6283e+00 9.2103e+00 9.6588e-01
5.6804e+00 9.0431e+00 9.5055e-01
5.7330e+00 8.8789e+00 9.3545e-01
5.7860e+00 8.7178e+00 9.2059e-01
5.8396e+00 8.5595e+00 9.0595e-01
5.8937e+00 8.4042e+00 8.9153e-01
5.9482e+00 8.2516e+00 8.7733e-01
6.0033e+00 8.1017e+00 8.6334e-01
6.0589e+00 7.9545e+00 8.4955e-01
6.1150e+00 7.8098e+00 8.3597e-01
6.1716e+00 7.6676e+00 8.2258e-01
6.2287e+00 7.5278e+00 8.0937e-01
6.2864e+00 7.3904e+00 7.9635e-01
6.3446e+00 7.2553e+00 7.8350e-01
6.4033e+00 7.1224e+00 7.7083e-01
6.4626e+00 6.9917e+00 7.5833e-01
6.5224e+00 6.8631e+00 7.4600e-01
6.5828e+00 6.7367e+00 7.3384e-01
6.6437e+00 6.6124e+00 7.2184e-01
6.7052e+00 6.4901e+00 7.1000e-01
6.7673e+00 6.3699e+00 6.9832e-01
6.8299e+00 6.2516e+00 6.8681e-01
6.8932e+00 6.1354e+00 6.7547e-01
6.9570e+00 6.0212e+00 6.6428e-01
7.0214e+00 5.9090e+00 6.5326e-01
7.0864e+00 5.7987e+00 6.4240e-01
7.1520e+00 5.6904e+00 6.3170e-01
7.2182e+00 5.5840e+00 6.2117e-01
7.2850e+00 5.4795e+00 6.1079e-01
7.3525e+00 5.3770e+00 6.0058e-01
7.4205e+00 5.2763e+00 5.9053e-01
7.4892e+00 5.1774e+00 5.8064e-01
7.5586e+00 5.0804e+00 5.7090e-01
7.6285e+00 4.9852e+00 5.6133e-01
7.6992e+00 4.8917e+00 5.5190e-01
7.7704e+00 4.8000e+00 5.4263e-01
7.8424e+00 4.7101e+00 5.3352e-01
7.9150e+00 4.6218e+00 5.2455e-01
7.9882e+00 4.5352e+00 5.1573e-01
8.0622e+00 4.4502e+00 5.0705e-01
8.1368e+00 4.3668e+00 4.9852e-01
8.2122e+00 4.2850e+00 4.9012e-01
8.2882e+00 4.2047e+00 4.8186e-01
8.3649e+00 4.1259e+00 4.7373e-01
8.4423e+00 4.0485e+00 4.6573e-01
8.5205e+00 3.9725e+00 4.5786e-01
8.5994e+00 3.8978e+00 4.5011e-01
8.6790e+00 3.8245e+00 4.4248e-01
8.7593e+00 3.7525e+00 4.3496e-01
8.8404e+00 3.6818e+00 4.2756e-01
8.9223e+00 3.6123e+00 4.2027e-01
9.0049e+00 3.5440e+00 4.1309e-01
9.0882e+00 3.4769e+00 4.0601e-01
9.1724e+00 3.4109e+00 3.9905e-01
9.2573e+00 3.3462e+00 3.9218e-01
9.3430e+00 3.2825e+00 3.8543e-01
9.4295e+00 3.2200e+00 3.7877e-01
9.5168e+00 3.1586e+00 3.7222e-01
9.6049e+00 3.0983e+00 3.6577e-01
9.6938e+00 3.0390e+00 3.5942e-01
9.7835e+00 2.9809e+00 3.5317e-01
9.8741e+00 2.9238e+00 3.4703e-01
9.9655e+00 2.8678e+00 3.4098e-01
1.0058e+01 2.8129e+00 3.3504e-01
1.0151e+01 2.7589e+00 3.2920e-01
1.0245e+01 2.7060e+00 3.2345e-01
1.0340e+01 2.6541e+00 3.1780e-01
1.0435e+01 2.6032e+00 3.1224e-01
1.0532e+01 2.5533e+00 3.0678e-01
1.0630e+01 2.5043e+00 3.0141e-01
1.0728e+01 2.4562e+00 2.9613e-01
1.0827e+01 2.4090e+00 2.9094e-01
1.0927e+01 2.3627e+00 2.8584e-01
1.1029e+01 2.3173e+00 2.8082e-01
1.1131e+01 2.2728e+00 2.7589e-01
1.1234e+01 2.2290e+00 2.7103e-01
1.1338e+01 2.1861e+00 2.6625e-01
1.1443e+01 2.1439e+00 2.6156e-01
1.1549e+01 2.1025e+00 2.5693e-01
1.1656e+01 2.0619e+00 2.5239e-01
1.1763e+01 2.0220e+00 2.4791e-01
1.1872e+01 1.9828e+00 2.4351e-01
1.1982e+01 1.9443e+00 2.3917e-01
1.2093e+01 1.9066e+00 2.3491e-01
1.2205e+01 1.8694e+00 2.3071e-01
1.2318e+01 1.8330e+00 2.2658e-01
1.2432e+01 1.7972e+00 2.2252e-01
1.2547e+01 1.7621e+00 2.1852e-01
1.2663e+01 1.7276e+00 2.1459e-01
1.2781e+01 1.6938e+00 2.1072e-01
1.2899e+01 1.6605e+00 2.0691e-01
1.3018e+01 1.6279e+00 2.0317e-01
1.3139e+01 1.5959e+00 1.9949e-01
1.3261e+01 1.5645e+00 1.9588e-01
1.3383e+01 1.5337e+00 1.9232e-01
1.3507e+01 1.5035e+00 1.8883e-01
1.3632e+01 1.4740e+00 1.8540e-01
1.3758e+01 1.4449e+00 1.8204e-01
1.3886e+01 1.4165e+00 1.7873e-01
1.4014e+01 1.3887e+00 1.7549e-01
1.4144e+01 1.3614e+00 1.7230e-01
1.4275e+01 1.3346e+00 1.6918e-01
1.4407e+01 1.3085e+00 1.6611e-01
1.4541e+01 1.2828e+00 1.6310e-01
1.4675e+01 1.2576e+00 1.6014e-01
1.4811e+01 1.2330e+00 1.5724e-01
1.4948e+01 1.2088e+00 1.5439e-01
1.5087e+01 1.1851e+00 1.5159e-01
1.5226e+01 1.1619e+00 1.4884e-01
1.5367e+01 1.1391e+00 1.4614e-01
1.5509e+01 1.1167e+00 1.4348e-01
1.5653e+01 1.0947e+00 1.4087e-01
1.5798e+01 1.0732e+00 1.3829e-01
1.5944e+01 1.0520e+00 1.3576e-01
1.6092e+01 1.0312e+00 1.3327e-01
1.6241e+01 1.0107e+00 1.3082e-01
1.6391e+01 9.9068e-01 1.2841e-01
1.6543e+01 9.7097e-01 1.2604e-01
1.6696e+01 9.5162e-01 1.2371e-01
1.6851e+01 9.3263e-01 1.2141e-01
1.7007e+01 9.1399e-01 1.1916e-01
1.7164e+01 8.9571e-01 1.1694e-01
1.7323e+01 8.7778e-01 1.1476e-01
1.7483e+01 8.6020e-01 1.1263e-01
1.7645e+01 8.4296e-01 1.1053e-01
1.7808e+01 8.2608e-01 1.0847e-01
1.7973e+01 8.0954e-01 1.0644e-01
1.8140e+01 7.9333e-01 1.0446e-01
1.8308e+01 7.7745e-01 1.0251e-01
1.8477e+01 7.6190e-01 1.0060e-01
1.8648e+01 7.4666e-01 9.8727e-02
1.8821e+01 7.3173e-01 9.6887e-02
1.8995e+01 7.1710e-01 9.5081e-02
1.9171e+01 7.0276e-01 9.3309e-02
1.9348e+01 6.8871e-01 9.1568e-02
1.9527e+01 6.7492e-01 8.9859e-02
1.9708e+01 6.6141e-01 8.8180e-02
1.9891e+01 6.4815e-01 8.6530e-02
2.0075e+01 6.3514e-01 8.4909e-02
2.0261e+01 6.2237e-01 8.3315e-02
2.0448e+01 6.0985e-01 8.1749e-02
2.0638e+01 5.9756e-01 8.0210e-02
2.0829e+01 5.8551e-01 7.8698e-02
2.1021e+01 5.7368e-01 7.7211e-02
2.1216e+01 5.6208e-01 7.5751e-02
2.1412e+01 5.5069e-01 7.4316e-02
2.1611e+01 5.3953e-01 7.2906e-02
2.1811e+01 5.2859e-01 7.1522e-02
2.2013e+01 5.1786e-01 7.0163e-02
2.2216e+01 5.0734e-01 6.8829e-02
2.2422e+01 4.9703e-01 6.7519e-02
2.2630e+01 4.8693e-01 6.6234e-02
2.2839e+01 4.7704e-01 6.4973e-02
2.3051e+01 4.6734e-01 6.3735e-02
2.3264e+01 4.5784e-01 6.2521e-02
2.3479e+01 4.4853e-01 6.1329e-02
2.3697e+01 4.3941e-01 6.0160e-02
2.3916e+01 4.3047e-01 5.9012e-02
2.4137e+01 4.2171e-01 5.7886e-02
2.4361e+01 4.1313e-01 5.6781e-02
2.4586e+01 4.0472e-01 5.5696e-02
2.4814e+01 3.9647e-01 5.4631e-02
2.5044e+01 3.8839e-01 5.3586e-02
2.5276e+01 3.8046e-01 5.2559e-02
2.5510e+01 3.7269e-01 5.1551e-02
2.5746e+01 3.6508e-01 5.0562e-02
2.5984e+01 3.5761e-01 4.9590e-02
2.6225e+01 3.5029e-01 4.8636e-02
2.6467e+01 3.4311e-01 4.7700e-02
2.6712e+01 3.3608e-01 4.6780e-02
2.6960e+01 3.2918e-01 4.5878e-02
2.7209e+01 3.2242e-01 4.4992e-02
2.7461e+01 3.1579e-01 4.4122e-02
2.7715e+01 3.0930e-01 4.3268e-02
2.7972e+01 3.0294e-01 4.2431e-02
2.8231e+01 2.9670e-01 4.1609e-02
2.8492e+01 2.9059e-01 4.0802e-02
2.8756e+01 2.8460e-01 4.0011e-02
2.9022e+01 2.7874e-01 3.9234e-02
2.9291e+01 2.7299e-01 3.8472e-02
2.9562e+01 2.6736e-01 3.7725e-02
2.9836e+01 2.6184e-01 3.6991e-02
3.0112e+01 2.5643e-01 3.6272e-02
3.0391e+01 2.5113e-01 3.5565e-02
3.0672e+01 2.4594e-01 3.4873e-02
3.0956e+01 2.4085e-01 3.4193e-02
3.1243e+01 2.3587e-01 3.3525e-02
3.1532e+01 2.3098e-01 3.2870e-02
3.1824e+01 2.2619e-01 3.2228e-02
3.2118e+01 2.2150e-01 3.1597e-02
3.2416e+01 2.1690e-01 3.0978e-02
3.2716e+01 2.1239e-01 3.0371e-02
3.3019e+01 2.0798e-01 2.9775e-02
3.3324e+01 2.0365e-01 2.9191e-02
3.3633e+01 1.9941e-01 2.8617e-02
3.3944e+01 1.9526e-01 2.8054e-02
3.4258e+01 1.9119e-01 2.7502e-02
3.4576e+01 1.8720e-01 2.6961e-02
3.4896e+01 1.8330e-01 2.6429e-02
3.5219e+01 1.7947e-01 2.5908e-02
3.5545e+01 1.7572e-01 2.5397e-02
3.5874e+01 1.7205e-01 2.4896e-02
3.6206e+01 1.6846e-01 2.4405e-02
3.6541e+01 1.6494e-01 2.3923e-02
3.6879e+01 1.6149e-01 2.3450e-02
3.7221e+01 1.5811e-01 2.2986e-02
3.7565e+01 1.5480e-01 2.2532e-02
3.7913e+01 1.5156e-01 2.2086e-02
3.8264e+01 1.4839e-01 2.1648e-02
3.8618e+01 1.4528e-01 2.1219e-02
3.8976e+01 1.4223e-01 2.0798e-02
3.9337e+01 1.3925e-01 2.0385e-02
3.9701e+01 1.3632e-01 1.9980e-02
4.0068e+01 1.3346e-01 1.9583e-02
4.0439e+01 1.3065e-01 1.9193e-02
4.0814e+01 1.2790e-01 1.8811e-02
4.1191e+01 1.2521e-01 1.8436e-02
4.1573e+01 1.2257e-01 1.8068e-02
4.1958e+01 1.1998e-01 1.7708e-02
4.2346e+01 1.1745e-01 1.7354e-02
4.2738e+01 1.1497e-01 1.7007e-02
4.3134e+01 1.1254e-01 1.6666e-02
4.3533e+01 1.1016e-01 1.6333e-02
4.3936e+01 1.0783e-01 1.6005e-02
4.4343e+01 1.0555e-01 1.5685e-02
4.4753e+01 1.0332e-01 1.5370e-02
4.5168e+01 1.0113e-01 1.5062e-02
4.5586e+01 9.8985e-02 1.4759e-02
4.6008e+01 9.6888e-02 1.4463e-02
4.6434e+01 9.4834e-02 1.4172e-02
4.6864e+01 9.2822e-02 1.3887e-02
4.7297e+01 9.0852e-02 1.3608e-02
4.7735e+01 8.8923e-02 1.3334e-02
4.8177e+01 8.7034e-02 1.3066e-02
4.8623e+01 8.5183e-02 1.2802e-02
4.9073e+01 8.3371e-02 1.2544e-02
4.9528e+01 8.1595e-02 1.2290e-02
4.9986e+01 7.9856e-02 1.2042e-02
5.0449e+01 7.8152e-02 1.1798e-02
5.0916e+01 7.6483e-02 1.1559e-02
5.1387e+01 7.4848e-02 1.1325e-02
5.1863e+01 7.3246e-02 1.1095e-02
5.2343e+01 7.1678e-02 1.0869e-02
5.2828e+01 7.0141e-02 1.0648e-02
5.3317e+01 6.8636e-02 1.0431e-02
5.3810e+01 6.7162e-02 1.0219e-02
5.4308e+01 6.5719e-02 1.0010e-02
5.4811e+01 6.4306e-02 9.8061e-03
5.5319e+01 6.2923e-02 9.6058e-03
5.5831e+01 6.1569e-02 9.4096e-03
5.6348e+01 6.0244e-02 9.2172e-03
5.6869e+01 5.8947e-02 9.0288e-03
5.7396e+01 5.7677e-02 8.8441e-03
5.7927e+01 5.6434e-02 8.6631e-03
5.8463e+01 5.5218e-02 8.4858e-03
5.9005e+01 5.4028e-02 8.3121e-03
5.9551e+01 5.2863e-02 8.1418e-03
6.0102e+01 5.1722e-02 7.9749e-03
6.0658e+01 5.0606e-02 7.8114e-03
6.1220e+01 4.9513e-02 7.6512e-03
6.1787e+01 4.8443e-02 7.4941e-03
6.2359e+01 4.7396e-02 7.3402e-03
6.2936e+01 4.6371e-02 7.1893e-03
6.3519e+01 4.5367e-02 7.0414e-03
6.4107e+01 4.4384e-02 6.8964e-03
6.4700e+01 4.3422e-02 6.7543e-03
6.5299e+01 4.2480e-02 6.6150e-03
6.5904e+01 4.1557e-02 6.4784e-03
6.6514e+01 4.0654e-02 6.3446e-03
6.7130e+01 3.9770e-02 6.2134e-03
6.7751e+01 3.8904e-02 6.0849e-03
6.8378e+01 3.8057e-02 5.9589e-03
6.9011e+01 3.7228e-02 5.8354e-03
6.9650e+01 3.6416e-02 5.7144e-03
7.0295e+01 3.5621e-02 5.5958e-03
7.0946e+01 3.4844e-02 5.4796e-03
7.1602e+01 3.4082e-02 5.3657e-03
7.2265e+01 3.3337e-02 5.2541e-03
7.2934e+01 3.2608e-02 5.1448e-03
7.3609e+01 3.1894e-02 5.0376e-03
7.4291e+01 3.1194e-02 4.9325e-03
7.4979e+01 3.0510e-02 4.8295e-03
7.5673e+01 2.9839e-02 4.7285e-03
7.6373e+01 2.9182e-02 4.6294e-03
7.7080e+01 2.8539e-02 4.5323e-03
7.7794e+01 2.7910e-02 4.4371e-03
7.8514e+01 2.7293e-02 4.3438e-03
7.9241e+01 2.6689e-02 4.2523e-03
7.9974e+01 2.6098e-02 4.1627e-03
8.0715e+01 2.5520e-02 4.0749e-03
8.1462e+01 2.4955e-02 3.9889e-03
8.2216e+01 2.4402e-02 3.9047e-03
8.2977e+01 2.3861e-02 3.8223e-03
8.3746e+01 2.3333e-02 3.7418e-03
8.4521e+01 2.2817e-02 3.6630e-03
8.5303e+01 2.2314e-02 3.5861e-03
8.6093e+01 2.1823e-02 3.5109e-03
8.6890e+01 2.1343e-02 3.4375e-03
8.7694e+01 2.0875e-02 3.3657e-03
8.8506e+01 2.0418e-02 3.2955e-03
8.9326e+01 1.9971e-02 3.2268e-03
9.0152e+01 1.9533e-02 3.1595e-03
9.0987e+01 1.9104e-02 3.0934e-03
9.1829e+01 1.8682e-02 3.0284e-03
9.2679e+01 1.8268e-02 2.9644e-03
9.3537e+01 1.7860e-02 2.9013e-03
9.4403e+01 1.7458e-02 2.8389e-03
9.5277e+01 1.7061e-02 2.7774e-03
9.6159e+01 1.6670e-02 2.7167e-03
9.7050e+01 1.6285e-02 2.6568e-03
9.7948e+01 1.5908e-02 2.5981e-03
9.8855e+01 1.5540e-02 2.5406e-03
9.9770e+01 1.5180e-02 2.4844e-03
1.0069e+02 1.4828e-02 2.4294e-03
1.0163e+02 1.4484e-02 2.3756e-03
1.0257e+02 1.4148e-02 2.3230e-03
1.0352e+02 1.3820e-02 2.2715e-03
1.0447e+02 1.3500e-02 2.2211e-03
1.0544e+02 1.3186e-02 2.1719e-03
1.0642e+02 1.2880e-02 2.1237e-03
1.0740e+02 1.2581e-02 2.0766e-03
1.0840e+02 1.2289e-02 2.0305e-03
1.0940e+02 1.2004e-02 1.9854e-03
1.1041e+02 1.1725e-02 1.9413e-03
1.1144e+02 1.1452e-02 1.8982e-03
1.1247e+02 1.1186e-02 1.8560e-03
1.1351e+02 1.0926e-02 1.8148e-03
1.1456e+02 1.0672e-02 1.7744e-03
1.1562e+02 1.0423e-02 1.7349e-03
1.1669e+02 1.0181e-02 1.6963e-03
1.1777e+02 9.9436e-03 1.6585e-03
1.1886e+02 9.7120e-03 1.6216e-03
1.1996e+02 9.4858e-03 1.5855e-03
1.2107e+02 9.2648e-03 1.5502e-03
1.2219e+02 9.0489e-03 1.5156e-03
1.2332e+02 8.8379e-03 1.4818e-03
1.2447e+02 8.6318e-03 1.4487e-03
1.2562e+02 8.4305e-03 1.4164e-03
1.2678e+02 8.2338e-03 1.3848e-03
1.2795e+02 8.0416e-03 1.3539e-03
1.2914e+02 7.8539e-03 1.3236e-03
1.3033e+02 7.6705e-03 1.2941e-03
1.3154e+02 7.4914e-03 1.2651e-03
1.3276e+02 7.3163e-03 1.2369e-03
1.3399e+02 7.1454e-03 1.2092e-03
1.3523e+02 6.9783e-03 1.1821e-03
1.3648e+02 6.8152e-03 1.1557e-03
1.3774e+02 6.6558e-03 1.1298e-03
1.3902e+02 6.5001e-03 1.1045e-03
1.4031e+02 6.3480e-03 1.0798e-03
1.4160e+02 6.1994e-03 1.0556e-03
1.4291e+02 6.0542e-03 1.0319e-03
1.4424e+02 5.9125e-03 1.0088e-03
1.4557e+02 5.7740e-03 9.8615e-04
1.4692e+02 5.6387e-03 9.6402e-04
1.4828e+02 5.5065e-03 9.4239e-04
1.4965e+02 5.3774e-03 9.2123e-04
1.5104e+02 5.2513e-03 9.0054e-04
1.5244e+02 5.1281e-03 8.8031e-04
1.5385e+02 5.0078e-03 8.6053e-04
1.5527e+02 4.8903e-03 8.4118e-04
1.5671e+02 4.7755e-03 8.2227e-04
1.5816e+02 4.6633e-03 8.0377e-04
1.5963e+02 4.5538e-03 7.8569e-04
1.6110e+02 4.4468e-03 7.6801e-04
1.6259e+02 4.3423e-03 7.5072e-04
1.6410e+02 4.2402e-03 7.3381e-04
1.6562e+02 4.1405e-03 7.1728e-04
1.6715e+02 4.0432e-03 7.0112e-04
1.6870e+02 3.9480e-03 6.8532e-04
1.7026e+02 3.8551e-03 6.6987e-04
1.7184e+02 3.7644e-03 6.5476e-04
1.7343e+02 3.6758e-03 6.3999e-04
1.7503e+02 3.5892e-03 6.2555e-04
1.7665e+02 3.5046e-03 6.1143e-04
1.7829e+02 3.4221e-03 5.9762e-04
1.7994e+02 3.3414e-03 5.8413e-04
1.8161e+02 3.2626e-03 5.7093e-04
1.8329e+02 3.1857e-03 5.5803e-04
1.8498e+02 3.1105e-03 5.4542e-04
1.8670e+02 3.0371e-03 5.3309e-04
1.8842e+02 2.9655e-03 5.2103e-04
1.9017e+02 2.8954e-03 5.0925e-04
1.9193e+02 2.8271e-03 4.9772e-04
1.9371e+02 2.7603e-03 4.8646e-04
1.9550e+02 2.6951e-03 4.7545e-04
1.9731e+02 2.6314e-03 4.6468e-04
1.9914e+02 2.5692e-03 4.5416e-04
2.0098e+02 2.5084e-03 4.4387e-04
2.0284e+02 2.4491e-03 4.3381e-04
2.0472e+02 2.3911e-03 4.2398e-04
2.0661e+02 2.3345e-03 4.1436e-04
2.0853e+02 2.2793e-03 4.0497e-04
2.1046e+02 2.2253e-03 3.9578e-04
2.1240e+02 2.1726e-03 3.8680e-04
2.1437e+02 2.1211e-03 3.7802e-04
2.1636e+02 2.0709e-03 3.6944e-04
2.1836e+02 2.0218e-03 3.6106e-04
2.2038e+02 1.9738e-03 3.5286e-04
2.2242e+02 1.9270e-03 3.4484e-04
2.2448e+02 1.8813e-03 3.3701e-04
2.2656e+02 1.8366e-03 3.2935e-04
2.2865e+02 1.7930e-03 3.2186e-04
2.3077e+02 1.7505e-03 3.1455e-04
2.3291e+02 1.7089e-03 3.0739e-04
2.3506e+02 1.6683e-03 3.0040e-04
2.3724e+02 1.6286e-03 2.9357e-04
2.3944e+02 1.5899e-03 2.8689e-04
2.4165e+02 1.5521e-03 2.8036e-04
2.4389e+02 1.5152e-03 2.7398e-04
2.4615e+02 1.4791e-03 2.6774e-04
2.4843e+02 1.4439e-03 2.6165e-04
2.5073e+02 1.4096e-03 2.5569e-04
2.5305e+02 1.3760e-03 2.4986e-04
2.5539e+02 1.3432e-03 2.4417e-04
2.5775e+02 1.3112e-03 2.3861e-04
2.6014e+02 1.2800e-03 2.3317e-04
2.6255e+02 1.2495e-03 2.2785e-04
2.6498e+02 1.2197e-03 2.2266e-04
2.6743e+02 1.1906e-03 2.1758e-04
2.6991e+02 1.1622e-03 2.1262e-04
2.7241e+02 1.1344e-03 2.0777e-04
2.7493e+02 1.1073e-03 2.0303e-04
2.7747e+02 1.0809e-03 1.9839e-04
2.8004e+02 1.0551e-03 1.9387e-04
2.8263e+02 1.0298e-03 1.8944e-04
2.8525e+02 1.0052e-03 1.8512e-04
2.8789e+02 9.8118e-04 1.8089e-04
2.9056e+02 9.5771e-04 1.7676e-04
2.9325e+02 9.3480e-04 1.7272e-04
2.9596e+02 9.1242e-04 1.6878e-04
2.9870e+02 8.9058e-04 1.6492e-04
3.0147e+02 8.6925e-04 1.6115e-04
3.0426e+02 8.4842e-04 1.5747e-04
3.0707e+02 8.2809e-04 1.5387e-04
3.0992e+02 8.0824e-04 1.5035e-04
3.1279e+02 7.8886e-04 1.4692e-04
3.1568e+02 7.6993e-04 1.4356e-04
3.1860e+02 7.5146e-04 1.4027e-04
3.2155e+02 7.3342e-04 1.3707e-04
3.2453e+02 7.1581e-04 1.3393e-04
3.2753e+02 6.9862e-04 1.3087e-04
3.3057e+02 6.8183e-04 1.2787e-04
3.3363e+02 6.6544e-04 1.2495e-04
3.3672e+02 6.4944e-04 1.2209e-04
3.3983e+02 6.3382e-04 1.1930e-04
3.4298e+02 6.1857e-04 1.1656e-04
3.4615e+02 6.0369e-04 1.1390e-04
3.4936e+02 5.8915e-04 1.1129e-04
3.5259e+02 5.7496e-04 1.0874e-04
3.5586e+02 5.6111e-04 1.0625e-04
3.5915e+02 5.4759e-04 1.0382e-04
3.6248e+02 5.3438e-04 1.0144e-04
3.6583e+02 5.2150e-04 9.9118e-05
3.6922e+02 5.0891e-04 9.6848e-05
3.7264e+02 4.9663e-04 9.4629e-05
3.7609e+02 4.8464e-04 9.2462e-05
3.7957e+02 4.7294e-04 9.0343e-05
3.8308e+02 4.6151e-04 8.8273e-05
3.8663e+02 4.5036e-04 8.6251e-05
3.9021e+02 4.3947e-04 8.4274e-05
3.9382e+02 4.2884e-04 8.2343e-05
3.9747e+02 4.1846e-04 8.0456e-05
4.0115e+02 4.0833e-04 7.8612e-05
4.0486e+02 3.9844e-04 7.6810e-05
4.0861e+02 3.8879e-04 7.5049e-05
4.1239e+02 3.7937e-04 7.3328e-05
4.1621e+02 3.7017e-04 7.1647e-05
4.2006e+02 3.6120e-04 7.0004e-05
4.2395e+02 3.5243e-04 6.8399e-05
4.2787e+02 3.4388e-04 6.6831e-05
4.3183e+02 3.3553e-04 6.5298e-05
4.3583e+02 3.2738e-04 6.3800e-05
4.3987e+02 3.1942e-04 6.2337e-05
4.4394e+02 3.1166e-04 6.0907e-05
4.4805e+02 3.0408e-04 5.9510e-05
4.5220e+02 2.9668e-04 5.8145e-05
4.5638e+02 2.8946e-04 5.6811e-05
4.6061e+02 2.8241e-04 5.5508e-05
4.6487e+02 2.7553e-04 5.4234e-05
4.6918e+02 2.6882e-04 5.2989e-05
4.7352e+02 2.6226e-04 5.1773e-05
4.7790e+02 2.5587e-04 5.0585e-05
4.8233e+02 2.4962e-04 4.9424e-05
4.8679e+02 2.4353e-04 4.8290e-05
4.9130e+02 2.3758e-04 4.7181e-05
4.9585e+02 2.3178e-04 4.6098e-05
5.0044e+02 2.2611e-04 4.5040e-05
5.0507e+02 2.2058e-04 4.4006e-05
5.0975e+02 2.1518e-04 4.2995e-05
5.1446e+02 2.0992e-04 4.2008e-05
5.1923e+02 2.0478e-04 4.1043e-05
5.2403e+02 1.9976e-04 4.0101e-05
5.2889e+02 1.9486e-04 3.9180e-05
5.3378e+02 1.9008e-04 3.8280e-05
5.3872e+02 1.8542e-04 3.7400e-05
5.4371e+02 1.8087e-04 3.6541e-05
5.4874e+02 1.7643e-04 3.5701e-05
5.5382e+02 1.7209e-04 3.4881e-05
5.5895e+02 1.6786e-04 3.4079e-05
5.6413e+02 1.6373e-04 3.3296e-05
5.6935e+02 1.5970e-04 3.2530e-05
5.7462e+02 1.5577e-04 3.1782e-05
5.7994e+02 1.5194e-04 3.1051e-05
5.8531e+02 1.4819e-04 3.0337e-05
5.9073e+02 1.4454e-04 2.9639e-05
5.9619e+02 1.4097e-04 2.8957e-05
6.0171e+02 1.3749e-04 2.8291e-05
6.0728e+02 1.3410e-04 2.7640e-05
6.1291e+02 1.3079e-04 2.7004e-05
6.1858e+02 1.2755e-04 2.6382e-05
6.2431e+02 1.2440e-04 2.5774e-05
6.3009e+02 1.2132e-04 2.5181e-05
6.3592e+02 1.1832e-04 2.4601e-05
6.4181e+02 1.1539e-04 2.4034e-05
6.4775e+02 1.1253e-04 2.3480e-05
6.5374e+02 1.0974e-04 2.2938e-05
